Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,amazon_parent_asin (product.metafields.custom.amazon_parent_asin),Short name (product.metafields.custom.short_name),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
custom-ornate-floral-gold-cross-area-rug-non-skid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc4a707fb509c5d5c196ed3cab7640110432dc765f6a5fc299647f0393f1d3c0.jpg?v=1789055902,5,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 05)",,,,,,,,,,,,,,,,,,,,,,,
custom-ornate-floral-gold-cross-area-rug-non-skid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e041d94b404de2c4f630dea73114ae0e6b3460c9ef75def2bd52f31067ea5935.jpg?v=1789055902,6,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 05)",,,,,,,,,,,,,,,,,,,,,,,
custom-ornate-christian-floral-area-rug-non-skid-church-design-06,"Custom Ornate Christian Floral Area Rug, Non-Skid, Church - Design 06","<p>This inspirational area rug combines faith-inspired design with everyday functionality. Featuring a floral motif, this traditional rug offers a welcoming accent for various home settings. It is designed to enhance both spiritual and interior atmospheres, making it a versatile addition to your living space.</p><h3>Product Highlights</h3><ul>
<li>Features an inspirational faith floral design for a traditional aesthetic.</li>
<li>Can be personalized with a name, family name, or special message.</li>
<li>Made with soft polyester fabric for comfort.</li>
<li>Equipped with an anti-slip backing for enhanced safety.</li>
<li>Suitable for various rooms, including living rooms, bedrooms, and offices.</li>
</ul><h3>Specifications</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%"">
<tr>
<th align=""left"" width=""35%"">Attribute</th>
<th align=""left"">Value</th>
</tr>
<tr>
<td>Rug Form Type</td>
<td>Area Rug</td>
</tr>
<tr>
<td>Item Shape</td>
<td>Rectangular</td>
</tr>
<tr>
<td>Weave Type</td>
<td>Flat Woven</td>
</tr>
<tr>
<td>Pile Height</td>
<td>Low Pile</td>
</tr>
<tr>
<td>Construction Type</td>
<td>Machine Made</td>
</tr>
<tr>
<td>Indoor Outdoor Usage</td>
<td>Indoor</td>
</tr>
<tr>
<td>Room Type</td>
<td>Entryways, Bedrooms, Living Rooms, Offices, Gamer Rooms, Reading Nooks, Church</td>
</tr>
<tr>
<td>Water Resistance Level</td>
<td>Not Water Resistant</td>
</tr>
<tr>
<td>Special Features</td>
<td>Personalized with Name or Text</td>
</tr>
<tr>
<td>Pattern</td>
<td>Floral</td>
</tr>
<tr>
<td>Theme</td>
<td>Faith, Christian</td>
</tr>
<tr>
<td>Style</td>
<td>Traditional</td>
</tr>
<tr>
<td>Number of Pieces</td>
<td>1</td>
</tr>
</table><h3>Material &amp; Care</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%"">
<tr>
<th align=""left"" width=""35%"">Item</th>
<th align=""left"">Detail</th>
</tr>
<tr>
<td>Material Type</td>
<td>Memory Foam</td>
</tr>
<tr>
<td>Backing Material</td>
<td>Cotton Blend</td>
</tr>
<tr>
<td>Surface/Feel</td>
<td>Soft polyester fabric</td>
</tr>
<tr>
<td>Care Instructions</td>
<td>Vacuum for quick cleaning or machine wash for deeper care</td>
</tr>
<tr>
<td>Special Attributes</td>
<td>Wrinkle-resistant, Fade-resistant, Long-lasting</td>
</tr>
</table><h3>Where It Works</h3><p>This versatile rug is ideal for entryways, bedrooms, living rooms, and offices, adding a touch of inspiration and comfort. It also serves as a meaningful piece for church decor or a dedicated meditation corner.</p>",CHILLGEN,,Rug,"amazon-parent-b0fss8xw1z, christian rug, floral, home-decor, indoor, personalized, rectangular, rug, traditional",false,Choose Item Size,X-Small: 2x3ft,,,,,,,,AMZ-RUG-B0FSS16WJL-1,0.0,,0,deny,manual,34.90,43.63,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/17e1ab96db04b7c79ea7a20e7886a80d2824c5644067f50c6489c17c8d701787.jpg?v=1789055905,1,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 06)",false,,"This traditional Christian rug with a floral design and anti-slip backing is ideal for bedrooms, living rooms, or church decor.",,,,,,,,,,,,B0FSS8XW1Z,,,,,lb,,,draft
custom-ornate-christian-floral-area-rug-non-skid-church-design-06,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0FSS16WJL-2,0.0,,0,deny,manual,69.90,87.38,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1f054ac6e395dfd5bb2e1f06ee296cf8af409cb09a49340730127e2dd02b8189.jpg?v=1789055905,2,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 06)",,,,,,,,,,,,,,,,,,,,lb,,,
custom-ornate-christian-floral-area-rug-non-skid-church-design-06,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0FSS16WJL-3,0.0,,0,deny,manual,104.90,131.13,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/19fbab53960a632392b66152eea18768c38596006e4cceea24b647ed44d5ad30.jpg?v=1789055905,3,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 06)",,,,,,,,,,,,,,,,,,,,lb,,,
custom-ornate-christian-floral-area-rug-non-skid-church-design-06,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0FSS16WJL-4,0.0,,0,deny,manual,139.90,174.88,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/034518782eb32d39f97875f1b067a52978890c7d499c33ce3b5e871ab3508798.jpg?v=1789055905,4,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 06)",,,,,,,,,,,,,,,,,,,,lb,,,
custom-ornate-christian-floral-area-rug-non-skid-church-design-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/31fa480569621417d85201717faebc9813c638f4325c5d8bae8055a0e5d624bd.jpg?v=1789055905,5,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 06)",,,,,,,,,,,,,,,,,,,,,,,
custom-ornate-christian-floral-area-rug-non-skid-church-design-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/96a61bebab14c424cd260cea1a1c2ae56ba86203801b425515355e030b4a74a7.jpg?v=1789055905,6,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Corss Faith 06)",,,,,,,,,,,,,,,,,,,,,,,
custom-ornate-golden-cross-crucifixion-area-rug-non-skid,"Custom Ornate Golden Cross Crucifixion Area Rug, Non-Skid","<p>This Christian-themed area rug offers a unique blend of spiritual inspiration and home décor. Featuring a faith-based floral design, it provides a comfortable and non-slip surface, perfect for enhancing various indoor spaces with both style and meaning.</p><h3>Product Highlights</h3><ul>
<li>Features a faith-based floral design for spiritual inspiration.</li>
<li>Soft polyester fabric ensures a comfortable feel underfoot.</li>
<li>Anti-slip backing provides enhanced safety and stability.</li>
<li>Machine washable for easy and thorough cleaning.</li>
<li>Can be personalized with a name or special message.</li>
<li>Suitable for a wide range of indoor settings and uses.</li>
</ul><h3>Specifications</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%"">
<tr>
<th align=""left"" width=""35%"">Attribute</th>
<th align=""left"">Value</th>
</tr>
<tr>
<td>Rug Form Type</td>
<td>Area Rug</td>
</tr>
<tr>
<td>Item Shape</td>
<td>Rectangular</td>
</tr>
<tr>
<td>Weave Type</td>
<td>Flat Woven</td>
</tr>
<tr>
<td>Pile Height</td>
<td>Low Pile</td>
</tr>
<tr>
<td>Construction Type</td>
<td>Machine Made</td>
</tr>
<tr>
<td>Indoor Outdoor Usage</td>
<td>Indoor</td>
</tr>
<tr>
<td>Special Features</td>
<td>Non-Skid</td>
</tr>
<tr>
<td>Pattern</td>
<td>Floral</td>
</tr>
<tr>
<td>Theme</td>
<td>Faith</td>
</tr>
<tr>
<td>Style</td>
<td>Traditional</td>
</tr>
<tr>
<td>Number of Pieces</td>
<td>1</td>
</tr>
<tr>
<td>Water Resistance Level</td>
<td>Not Water Resistant</td>
</tr>
</table><h3>Material &amp; Care</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%"">
<tr>
<th align=""left"" width=""35%"">Item</th>
<th align=""left"">Detail</th>
</tr>
<tr>
<td>Material Type</td>
<td>Memory Foam</td>
</tr>
<tr>
<td>Backing Material</td>
<td>Cotton Blend</td>
</tr>
<tr>
<td>Care Instructions</td>
<td>Vacuum for quick cleaning or machine wash for deeper care.</td>
</tr>
</table><h3>Where It Works</h3><p>This versatile rug is ideal for entryways, bedrooms, living rooms, and offices. It also serves beautifully as a prayer rug, meditation corner rug, or a decorative piece in a church setting.</p>",CHILLGEN,,Rug,"amazon-parent-b0fss8xw1z, christian-rug, floral-rug, home-decor, indoor-rug, personalized-rug, rectangular-rug, rug, traditional-rug",false,Choose Item Size,X-Small: 2x3ft,,,,,,,,AMZ-RUG-B0FSSDYSKH-1,0.0,,0,deny,manual,34.90,43.63,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e5ad702d0687c9b774aee520601b13f1d1bc0b841dec90c894e4827a0eb302af.jpg?v=1789055950,1,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Faith God)",false,,"Traditional Christian rug with non-skid backing, customizable with text. Ideal for bedrooms, living rooms, and prayer spaces.",,,,,,,,,,,,B0FSS8XW1Z,,,,,lb,,,draft
custom-ornate-golden-cross-crucifixion-area-rug-non-skid,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0FSSDYSKH-2,0.0,,0,deny,manual,69.90,87.38,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a2a7190a3fb983d8c8f715f2f05d4950498fef54081e7593ae2c6574868981e5.jpg?v=1789055950,2,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Faith God)",,,,,,,,,,,,,,,,,,,,lb,,,
custom-ornate-golden-cross-crucifixion-area-rug-non-skid,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0FSSDYSKH-3,0.0,,0,deny,manual,104.90,131.13,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1d3112b8eafd566169f32e594b6a7f3ae3c352ef1ccd75029e14729955cb8edc.jpg?v=1789055950,3,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Faith God)",,,,,,,,,,,,,,,,,,,,lb,,,
custom-ornate-golden-cross-crucifixion-area-rug-non-skid,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0FSSDYSKH-4,0.0,,0,deny,manual,139.90,174.88,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47fa63f06efd87d309f1d2413a3081c3d18856a3960174b641f3f8291ecd0a4c.jpg?v=1789055950,4,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Faith God)",,,,,,,,,,,,,,,,,,,,lb,,,
custom-ornate-golden-cross-crucifixion-area-rug-non-skid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0b4d56216d6e672a9da68d186ada74a299ad755b7f530da4b34397ab2065573c.jpg?v=1789055950,5,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Faith God)",,,,,,,,,,,,,,,,,,,,,,,
custom-ornate-golden-cross-crucifixion-area-rug-non-skid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1023/0068/0561/files/20df411a05ce34438bce4041401b12dd686441091a3f63f695b8150eb29b77a4.jpg?v=1789055950,6,"Custom Christian Rug with Name – Inspirational Faith Floral Area Carpet, Non-Skid Floor Mat for Bedroom, Living Room, Church Decor, Housewarming (Faith God)",,,,,,,,,,,,,,,,,,,,,,,
