evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B029-281,chillgen.com,custom-running-horse-welcome-mat-fade3d1429,15913418424689,80879091614065,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e9c9ecbaba94193dad40aed434f5de779c28a8810a9122d5cd6358cf3e3f4206.jpg?v=1784377385,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,two horse area rug by sofa,,two horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-fade3d1429__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-282,chillgen.com,custom-running-horse-doormat-2a0ef19423-2a0ef19423,15913418490225,80879092171121,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/840a72e22cebccc3ea728edd3dcd92771065cec0e6d78f3abb8d3613a4c1c668.jpg?v=1784377370,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for horse rug,,anti-slip backing detail for horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-2a0ef19423-2a0ef19423__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-282,chillgen.com,custom-running-horse-doormat-2a0ef19423-2a0ef19423,15913418490225,80879092203889,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a1ef104813939a5fd41baf18e5cbca6f61746b3a4e468cbf564e7789b1046ea7.jpg?v=1784377374,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,tribal horse rug by fireplace,,tribal horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-2a0ef19423-2a0ef19423__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-282,chillgen.com,custom-running-horse-doormat-2a0ef19423-2a0ef19423,15913418490225,80879092236657,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/841a19e980afc530f218bb4b4cfed4a6e582cad23cc622dbb386922b18229155.jpg?v=1784377375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,western horse rug in living room,,western horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-2a0ef19423-2a0ef19423__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-282,chillgen.com,custom-running-horse-doormat-2a0ef19423-2a0ef19423,15913418490225,80879092269425,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/26a8a49f805421116fca4c63e90f89ff836714968f557fd662c1e9a4966af17b.jpg?v=1784377380,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse portrait rug room view,,horse portrait rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-2a0ef19423-2a0ef19423__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-282,chillgen.com,custom-running-horse-doormat-2a0ef19423-2a0ef19423,15913418490225,80879092302193,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/26f583ae26abf5c9d3fe0d03e26350fde684dd1160edb9aabc35dc84559398ac.jpg?v=1784377380,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,tribal horse rug quiet fireside scene,,tribal horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-2a0ef19423-2a0ef19423__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092334961,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2b538144875ba605e210082847813523489146cb87cc4426474ead3a56c4debe.jpg?v=1784377343,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunset running horse rug by sofa,,sunset running horse rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092367729,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e4d4ca6936d4305d1d617701a18939b4e34f37fe0ab68b45647b220048248ee4.jpg?v=1784377343,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,galloping horse rug size chart,,galloping horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092400497,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d91e825d178afacbca22c336ac73872b9a210e094a25d4762974a52742e1a3d9.jpg?v=1784377348,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for sunset horse rug,,microfiber cushion closeup for sunset horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092433265,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/34c5dd6c60673475f2af98120fd25598f020267ddd8bb62e047e86c43454e04e.jpg?v=1784377348,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for running horse rug,,anti-slip backing detail for running horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092466033,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3031b8a7a8043db594e072e1bf2b981cb4f62204363e485fba22922f057a5acc.jpg?v=1784377353,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunset horse rug by fireplace,,sunset horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092498801,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6900f2bef9d89ca800f69f9156c2efe5b620fe9f14ac199bdf2986546282b0a6.jpg?v=1784377354,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,running horse rug in living room,,running horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092531569,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/446fd41f0cdf425e6a8b2f312fc404e6a9254dea8a26139cf6e587707f908c10.jpg?v=1784377359,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,western sunset horse rug room view,,western sunset horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-283,chillgen.com,horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd,15913418522993,80879092564337,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f8da5fda434b62ffdf635365da3720a2dd7f3c3b225399b425b58bd9814d00e7.jpg?v=1784377359,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunset horse rug quiet fireside scene,,sunset horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/horse-area-rug-running-carpet-beb8f5b5cd-beb8f5b5cd__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879092859249,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0fcfc504a5fec27d1b2a12bcbbfc0eafc75cf265b7d87f250ce31806c8f771ef.jpg?v=1784377322,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunflower horse area rug by sofa,,sunflower horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879092892017,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/164d803af015b08ef8e349965cf1d8850c7fecdb51715f7192ffc87cea78c82a.jpg?v=1784377322,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunflower horse rug size chart,,sunflower horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879092924785,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4306aa24b82fd16971593885c4f90c5844ee14925caa48182c77c1c4d750cd6d.jpg?v=1784377327,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for floral horse rug,,microfiber cushion closeup for floral horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879092957553,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f511e94fb4d3d5058107187af3d6c67a13ffabcc8af46609bbe69fdb281a4086.jpg?v=1784377328,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for sunflower horse rug,,anti-slip backing detail for sunflower horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879092990321,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/39c5d6c1e1ea26a07ebccd366beee40f850ed9af995d14024faa2338fee31909.jpg?v=1784377332,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunflower horse rug by fireplace,,sunflower horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879093023089,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b3c66d13dccd0bdead7834ec75b82f77ca9430a46583d765078aa662e07a0656.jpg?v=1784377333,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,floral horse rug in living room,,floral horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879093055857,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/15ab1ef52e33d4de7eb7cd89b9d8c8fbe6406edf2c8ab9c8dd4f9d04f85649a3.jpg?v=1784377338,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,sunflower horse rug room view,,sunflower horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-284,chillgen.com,custom-running-horse-doormat-b25dd5e514,15913418555761,80879093088625,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dad9a0ad17c82649ba73ab674b49b8571b458e14e38e15adbb21fb31208f56f4.jpg?v=1784377338,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,floral horse rug quiet fireside scene,,floral horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-doormat-b25dd5e514__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093121393,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/167f633be0990cbd1f08e87f3755b4987b7374461dae8b97f458b393648d7cfa.jpg?v=1784377301,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,fire horse area rug by sofa,,fire horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
