evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B002-012,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,15976615412081,9488739c736d078b92f803bf431ab0d87df1d120db89b40e69d0c8f655c80c7c.jpg,public Shopify CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9488739c736d078b92f803bf431ab0d87df1d120db89b40e69d0c8f655c80c7c.jpg?v=1787260101,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,haunted village moon Halloween round rug under dining table,,haunted village moon Halloween round rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14__img_06.jpg,alt_current_empty_in_public_json
B002-012,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,15976615412081,b8c3d3e1f7122fccb37ee6a2c8016f5c2b7893b20f61bc29a6485370b1b14348.jpg,public Shopify CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b8c3d3e1f7122fccb37ee6a2c8016f5c2b7893b20f61bc29a6485370b1b14348.jpg?v=1787260102,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,non-slip backing detail for haunted village moon rug,,non-slip backing detail for haunted village moon rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14__img_07.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,a70e45af52e2a314438c76ea19204b2b6f69576939e7f3d5dd83cc285c213599.jpg,public Shopify CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a70e45af52e2a314438c76ea19204b2b6f69576939e7f3d5dd83cc285c213599.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,top view of blue haunted forest Halloween round rug,,top view of blue haunted forest Halloween round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_01.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,a2913bb13e465b21f40afb7717ff81b487aa581df07377928d665977ad3d5fe7.jpg,public Shopify CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a2913bb13e465b21f40afb7717ff81b487aa581df07377928d665977ad3d5fe7.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,size chart for blue haunted forest Halloween round rug,,size chart for blue haunted forest Halloween round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_02.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,56ee57dddb5dec9b5ee24648241ec1f2fb7a39abe9fccf11b80e39ca18689ab6.jpg,public Shopify CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/56ee57dddb5dec9b5ee24648241ec1f2fb7a39abe9fccf11b80e39ca18689ab6.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,blue haunted forest Halloween rug staged by fireplace,,blue haunted forest Halloween rug staged by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_03.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,996e500deb4ecd96a501704b599e276f03ea8e840ef36662c4141f1c1e529b1a.jpg,public Shopify CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/996e500deb4ecd96a501704b599e276f03ea8e840ef36662c4141f1c1e529b1a.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,blue haunted forest Halloween round rug shown underfoot,,blue haunted forest Halloween round rug shown underfoot,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_04.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,4ea32a61f9c8182c8acad90c786fac5c450fefa9a498f60df971f3ff533b2616.jpg,public Shopify CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4ea32a61f9c8182c8acad90c786fac5c450fefa9a498f60df971f3ff533b2616.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,blue haunted forest Halloween rug in seasonal room mockup,,blue haunted forest Halloween rug in seasonal room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_05.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,6a28d16a428bcb5ae807b733a6eba09c5e1e66d4a11104a9c702dafab7eb4a9a.jpg,public Shopify CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6a28d16a428bcb5ae807b733a6eba09c5e1e66d4a11104a9c702dafab7eb4a9a.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,blue haunted forest Halloween round rug under dining table,,blue haunted forest Halloween round rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_06.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,84516346252e952ebac263a1e794226f51d96cacff38048c2cfffeb44568cbb4.jpg,public Shopify CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/84516346252e952ebac263a1e794226f51d96cacff38048c2cfffeb44568cbb4.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,non-slip backing detail for blue haunted forest rug,,non-slip backing detail for blue haunted forest rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_07.jpg,alt_current_empty_in_public_json
B002-013,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,1370bde4dd61812e0411d209745a25f80103ff9b82b719be640d07c7e316b505.jpg,public Shopify CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1370bde4dd61812e0411d209745a25f80103ff9b82b719be640d07c7e316b505.jpg?v=1787260096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,design and backing detail for blue haunted forest rug,,design and backing detail for blue haunted forest rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05__img_08.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,e506199064c7acd244891177a3043924785baf3db6dc23ef06b31eb9c09e5dfd.jpg,public Shopify CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e506199064c7acd244891177a3043924785baf3db6dc23ef06b31eb9c09e5dfd.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,top view of jack-o-lantern monster Halloween round rug,,top view of jack-o-lantern monster Halloween round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_01.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,375351da89495d1a781a579c2f9efe29618a8bc4d223250d382de217414df333.jpg,public Shopify CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/375351da89495d1a781a579c2f9efe29618a8bc4d223250d382de217414df333.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,size chart for jack-o-lantern monster Halloween round rug,,size chart for jack-o-lantern monster Halloween round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_02.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,9d04fc06efd5e600f0304e440a23ea4cd048dbac1dbeafef6f74464d36f6a6e9.jpg,public Shopify CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9d04fc06efd5e600f0304e440a23ea4cd048dbac1dbeafef6f74464d36f6a6e9.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,jack-o-lantern monster Halloween rug staged by fireplace,,jack-o-lantern monster Halloween rug staged by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_03.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,786fdbaeaa789ad5794363f0912ca167a0a818e553d367a186f51966ecc08c56.jpg,public Shopify CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/786fdbaeaa789ad5794363f0912ca167a0a818e553d367a186f51966ecc08c56.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,jack-o-lantern monster Halloween round rug shown underfoot,,jack-o-lantern monster Halloween round rug shown underfoot,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_04.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,ba6c616f1290517484f0701da1813d8766cc2544cdf1bd20dc792b4b7c8ec0d9.jpg,public Shopify CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ba6c616f1290517484f0701da1813d8766cc2544cdf1bd20dc792b4b7c8ec0d9.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,jack-o-lantern monster Halloween rug in seasonal room mockup,,jack-o-lantern monster Halloween rug in seasonal room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_05.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,7f65a35e2e37c63b1ceefac50fc9f473ed4c3af26690cf6e1375297a2ffda843.jpg,public Shopify CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f65a35e2e37c63b1ceefac50fc9f473ed4c3af26690cf6e1375297a2ffda843.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,jack-o-lantern monster Halloween round rug under dining table,,jack-o-lantern monster Halloween round rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_06.jpg,alt_current_empty_in_public_json
B002-014,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,31f201721910685e00042763db52ae209fc4a11e6270549b2ea0c216fca28c20.jpg,public Shopify CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/31f201721910685e00042763db52ae209fc4a11e6270549b2ea0c216fca28c20.jpg?v=1787260086,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T01:19:02+07:00,non-slip backing detail for jack-o-lantern monster rug,,non-slip backing detail for jack-o-lantern monster rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B002/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01__img_07.jpg,alt_current_empty_in_public_json
