evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B020-191,chillgen.com,feelings-wheel-emotions-round-rug-f48bff995a,15913293971825,80878106149233,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8b93e73598069ed6f192e7fc454c51b3e0904f0166a2d83d9c0d319e1b600c78.jpg?v=1784369352,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,color zones feelings wheel rug in classroom,,color zones feelings wheel rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/feelings-wheel-emotions-round-rug-f48bff995a__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-192,chillgen.com,wheel-of-feelings-and-emotions-round-rug-a7bf6ef454,15913293775217,80878104740209,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ccd68cb720b47b676be902143a6b10a8e724872e69437119cce20f3c6d146560.jpg?v=1784369387,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,soft backing detail for feelings wheel mat,,soft backing detail for feelings wheel mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-a7bf6ef454__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097793393,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/78e9d2c1309757b824c2e910208e1475a0e54c1639a5af11fe64612d7a6f6548.jpg?v=1784369388,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,Today I Am Feeling rug in classroom,,Today I Am Feeling rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097826161,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/211abe22f5d2549f3fe73dd5faeac3833bd8ae37516974cc4b2f2a27eb6c9c72.jpg?v=1784369392,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,size guide for Today I Am Feeling rug,,size guide for Today I Am Feeling rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097858929,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e221fb381b4df521f42cc71987782925292e9b41bf5b3472eeabc135ec94a97f.jpg?v=1784369393,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,classroom group with feelings rug,,classroom group with feelings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097891697,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f6d2aced770e36cfe945b476b02882dfdd6dcdfe9112e02f9e0698d51284447.jpg?v=1784369397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,non-slip backing panel for emotions rug,,non-slip backing panel for emotions rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097924465,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/abef80f34b30b0bb816f4b84dbfbfab28e1b3cf6b7101f0e943f4f5bddff894d.jpg?v=1784369399,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,child reading on Today I Am Feeling rug,,child reading on Today I Am Feeling rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097957233,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f0fd905a1afef3f9c9da9b466a214ce9b29820f16c02c0422072b2fd437089e5.jpg?v=1784369403,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,detail graphic for feelings wheel rug,,detail graphic for feelings wheel rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-193,chillgen.com,wheel-of-feelings-and-emotions-round-rug-2ec976598b,15913293349233,80878097990001,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/95f2faa943bd448f9c45f5bcdd92eaec09c52d97b4e7ca37ab582ad175370b23.jpg?v=1784369404,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,soft non-slip backing detail for classroom rug,,soft non-slip backing detail for classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/wheel-of-feelings-and-emotions-round-rug-2ec976598b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859471729,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2a9d3c4aff6e7aec14d7fda3b83c7c2b5fdd659df6d6179dc6a285cabab3ada9.jpg?v=1784369652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,New Chapter reading rug in classroom,,New Chapter reading rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859504497,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5198a6a0e347ae742626838593f10f9965b5561f89e426e3a6b1b9e2572fa44a.jpg?v=1784369657,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,size options for classroom reading rug,,size options for classroom reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859537265,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f7e7992e7b95326b6c8c60d4ca1aeaba4b1c716f64c59bd16eb009588a6ad4f8.jpg?v=1784369658,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,reading rug in classroom library,,reading rug in classroom library,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859570033,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2b401962d848f4a110bb86e09df747fedb43f84d6ab24b35c652ca1fc4f09834.jpg?v=1784369662,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,New Chapter rug in reading nook,,New Chapter rug in reading nook,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859602801,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d90a5ef6ef7c17abb93396c17dd2e1014842a47700cb90d9bbbba1861aaf17c.jpg?v=1784369663,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,students sitting on classroom library rug,,students sitting on classroom library rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859635569,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/daf933a1bab97641ac2381ce654235111df0668bc2e4ca140f57c115acb8d4da.jpg?v=1784369668,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,machine washable visual for reading rug,,machine washable visual for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-194,chillgen.com,custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca,15913269887345,80877859668337,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e65336c4c6b71bb699ba06f929cf5b060e7b8f82f9d5ae20ed42eb5ef57fdd35.jpg?v=1784369668,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,material details for New Chapter rug,,material details for New Chapter rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-a-good-day-to-read-book-rug-classroom-library-rugs-04ab7bfcca__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-195,chillgen.com,custom-mathematics-education-rug-classroom-playroom-eee0004975,15913231057265,80877421887857,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/00182e4ca073801d9e23780b2638258c1e1ff9ae1145019d14b73b48958378e4.jpg?v=1784369892,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,math dance move classroom rug in room,,math dance move classroom rug in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-mathematics-education-rug-classroom-playroom-eee0004975__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-195,chillgen.com,custom-mathematics-education-rug-classroom-playroom-eee0004975,15913231057265,80877421920625,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/add8d13a1b8ca35a00ca071938ee36933e9e74f373b1f9a667c0a3438358f86f.jpg?v=1784369892,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,Math Dance Move rug product image,,Math Dance Move rug product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-mathematics-education-rug-classroom-playroom-eee0004975__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-195,chillgen.com,custom-mathematics-education-rug-classroom-playroom-eee0004975,15913231057265,80877421953393,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8ddc41f6356805a5af07c461e9484914dc58655e247704661754f44fb42fecc2.jpg?v=1784369897,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,learning pattern detail for math rug,,learning pattern detail for math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-mathematics-education-rug-classroom-playroom-eee0004975__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B020-195,chillgen.com,custom-mathematics-education-rug-classroom-playroom-eee0004975,15913231057265,80877421986161,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5291efcff2a224796d6e07914cb2a3a4a1b11aedcdaf521e5e366b0206777a97.jpg?v=1784369898,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:16:10+07:00,math classroom rug in playroom,,math classroom rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B020/custom-mathematics-education-rug-classroom-playroom-eee0004975__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
