evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B033-321,chillgen.com,personalized-soccer-area-rug-trophy-football-868088cbf4-868088cbf4,15913452044657,80879331836273,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5f7d834215ddd1b85b20777431715837e303505816145880399bf5285cb0abb3.jpg?v=1784384224,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,Game Of Champions soccer rug in living room,,Game Of Champions soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-area-rug-trophy-football-868088cbf4-868088cbf4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-322,chillgen.com,custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520,15913452110193,80879332393329,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/865fdc132abd37521e9fc32d02825e058f944d29cf0a290c530eaa530d5ed736.jpg?v=1784384207,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,USA tournament rug patio view,,USA tournament rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-322,chillgen.com,custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520,15913452110193,80879332426097,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2094179efd1dbfebe46459c055609668c55c864230ea9675f6250b3a6b332673.jpg?v=1784384213,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,soccer rug by fireplace,,soccer rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-322,chillgen.com,custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520,15913452110193,80879332458865,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ec7d2a67f3d322550aa44434e78b81296b99ca2a5423818096610d51afd0fca2.jpg?v=1784384213,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,USA soccer rug size chart,,USA soccer rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-322,chillgen.com,custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520,15913452110193,80879332491633,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d45b57fceb170f96d36200e6214d15d891baa91a6fec10ed6036e14457844e3c.jpg?v=1784384218,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,backing and stain resistance panel,,backing and stain resistance panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-322,chillgen.com,custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520,15913452110193,80879332524401,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/874c1407f741582553c7519d578f7485f356dd6ec01d2abe617acd47f3e6e918.jpg?v=1784384218,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,microfiber soccer rug detail,,microfiber soccer rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-tournament-trophy-area-rug-8d23acd520-8d23acd520__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333376369,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8a32d3031bdaa6fb06e4fa0e348520323e19996bbcf69e6eecb21bf7337164aa.jpg?v=1784384179,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,host flags swirl soccer rug in living room,,host flags swirl soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333409137,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/882deea535e285f1048106bd4e27c301d6172f230743f68a3cb56190490d2b09.jpg?v=1784384181,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,USA Canada Mexico soccer rug beside sofa,,USA Canada Mexico soccer rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333441905,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a2c1fc26c6b9e100eff60b5e13891d94281f4575d58c004e6cdb16597f23202b.jpg?v=1784384185,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,host flags soccer rug room mockup,,host flags soccer rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333474673,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8437180e934fab7391d6b4a476063f4c81c64d3e71785bd8e53794583acc9789.jpg?v=1784384185,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,soccer 2026 rug patio view,,soccer 2026 rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333507441,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/911e5dbfe3f7920d307cf3aabe7cd0857719a9f9a68987f8a5e56617906b5b0c.jpg?v=1784384191,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,host flags swirl rug size chart,,host flags swirl rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333540209,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bc088319fd1d53481a68a1d7a590c0a21b5cc8d3078992508dfff31e7dcd53f6.jpg?v=1784384191,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,microfiber memory foam soccer rug detail,,microfiber memory foam soccer rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333572977,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f2cb96a449615322a81e2fb1f9348d3cb17e4a08669e5fc1350cf2dc31f25bfe.jpg?v=1784384196,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,anti-slip backing and stain resistance panel,,anti-slip backing and stain resistance panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-323,chillgen.com,personalized-soccer-2026-area-rug-95231047da-95231047da,15913452175729,80879333605745,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60026c54f5a95c8e3c1db9dad2dd4e44c87481a1244a1c76401eed6a19586b7c.jpg?v=1784384196,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,soccer rug by fireplace,,soccer rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/personalized-soccer-2026-area-rug-95231047da-95231047da__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440298353,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/240824f3ecb1a3334e38296ec050fe3d53bee9ad11ffe1c29a34689ee707a76e.jpg?v=1784384016,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,World Game 2026 round rug flat view,,World Game 2026 round rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440331121,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/964b23cd5510fbf8d39810e9b0e3889d619c6160480a084ee0fc16db41a83bb0.jpg?v=1784384017,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,round soccer trophy rug size guide,,round soccer trophy rug size guide,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440363889,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73eafaf32b8091cddeb3db08af9f2b5fd2485ab9c1d88c024bfcae5a923abe97.jpg?v=1784384022,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,World Game round rug in living room,,World Game round rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440396657,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b63d4777638bf8277d64f7067dfcc23269a3ccdbdaa3d180dc9f5c2de9677895.jpg?v=1784384023,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,soccer round rug bedroom view,,soccer round rug bedroom view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440429425,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/851ad736b8c5edfa0788671b88bc0f93099dacdc684d22ce309b8a58724dcc50.jpg?v=1784384028,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,round trophy rug under table,,round trophy rug under table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440462193,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/370cbe73c1c287c16cba04dc0c39a3d8e0dd901bf38dacee82be3b3b7591db81.jpg?v=1784384029,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,World Game rug holiday room mockup,,World Game rug holiday room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440494961,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e90336d19865ff762840d1f3a454ed05724381c4967a14f34278eddb338d94fb.jpg?v=1784384034,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,round soccer rug design detail,,round soccer rug design detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B033-324,chillgen.com,custom-soccer-round-rug-trophy-championship-043ff71141,15913464955249,80879440527729,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/590171b8d1e71c2bb2d6fd1df0662f9fec219e0ccd99f14588be7988948740d2.jpg?v=1784384034,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:14:05+07:00,superior quality backing panel,,superior quality backing panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B033/custom-soccer-round-rug-trophy-championship-043ff71141__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
