evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B039-381,chillgen.com,custom-composition-notebook-classroom-kids-rug-4e7e4d40cf-4e7e4d40cf,15913201893745,80877092503921,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0d895a608a080f28444fa8d29323033abe8446c0658feee47c8f51c1b1578653.jpg?v=1784370278,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,black emotion classroom rug in living room,,black emotion classroom rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-kids-rug-4e7e4d40cf-4e7e4d40cf__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-382,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-64af3c74f1,15913202090353,80877094273393,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/920bfbb95b56cec4f6044a32a70da6381e6bdcf62f4aa563fd90aa7c0b436256.jpg?v=1784370261,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,first grade classroom rug in classroom,,first grade classroom rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-64af3c74f1__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-382,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-64af3c74f1,15913202090353,80877094306161,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6cb18c7a9229ea20e98cbd58a65a3939199a63205f9a7679b5a3494ee18e7bfe.jpg?v=1784370263,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,teacher reading with children on rug,,teacher reading with children on rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-64af3c74f1__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-382,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-64af3c74f1,15913202090353,80877094338929,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ae0f6a28523b1e82d9a38fc0dddd09e13ad27df8542fbee893d77315a5662ed0.jpg?v=1784370267,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,classroom rug material and backing detail,,classroom rug material and backing detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-64af3c74f1__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-382,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-64af3c74f1,15913202090353,80877094371697,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ae13ba92c4df17afe65cdb2899cae639a2942d6e5a64627806b8bfdeae82ca68.jpg?v=1784370268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,writing classroom rug feature panel,,writing classroom rug feature panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-64af3c74f1__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-382,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-64af3c74f1,15913202090353,80877094404465,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/853dae359e99edfb901a0bdfabdd10c48eea32ebc3e4ecdfc02a4b6b6163bcfd.jpg?v=1784370273,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,first grade rug in kids room,,first grade rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-64af3c74f1__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-382,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-64af3c74f1,15913202090353,80877094437233,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a683b7f5663cfdc56e763bb859dfb0647d88cdb2d16e7cbc5baa628e01e8ec85.jpg?v=1784370273,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,machine washable classroom rug care panel,,machine washable classroom rug care panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-64af3c74f1__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095715185,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2f50bedf1372d41b0c7a2016eeaddbbea9fdf6c9a0e1dc3d81a8de2475157b63.jpg?v=1784370233,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,crayon affirmation classroom rug flat view,,crayon affirmation classroom rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095747953,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8c4e048e6345d1ce8d16a984b0083ce5133b043fd970e67068fb41b7402b28b.jpg?v=1784370235,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,In This Classroom crayon rug on wood floor,,In This Classroom crayon rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095780721,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a582453e92942523be6c84d0a939c2117b05ebc4797049ec771d4f11aee7a386.jpg?v=1784370239,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,crayon affirmation rug in classroom,,crayon affirmation rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095813489,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5ee7366347d5c26475a1ed3efbd408ee30c7a27732c4211d3991149d8207bbdc.jpg?v=1784370241,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,classroom affirmation rug in playroom,,classroom affirmation rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095846257,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ce34a36dc3de45ceb1a3b606e07bb2e8889666a1a0d3f7ada316d626d9f42f4a.jpg?v=1784370244,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,teacher reading with children on rug,,teacher reading with children on rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095879025,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f2a8797b32e0ba4d347ba16951455c99f109cf878d9196747e13fb4536ac672d.jpg?v=1784370246,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,children sitting on classroom rug,,children sitting on classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-383,chillgen.com,custom-composition-notebook-classroom-rugs-for-kids-88021773b3,15913202418033,80877095911793,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e161cf85005f10e6e9781fdf75eab00df63c03acbacb73d25e39b95bf7e1cde1.jpg?v=1784370250,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,crayon classroom rug feature panel,,crayon classroom rug feature panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rugs-for-kids-88021773b3__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104791921,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8a6d8ece56bcd305eeb53440e58d17f3917a3744659daa5374309108615d3926.jpg?v=1784370211,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,pink class identity rug on wood floor,,pink class identity rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104824689,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa6e79c9d7e607c029e790b8fe2d763e23a2d3a3c1af5700a39047e9c3d4929f.jpg?v=1784370212,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,Mrs Brown's Class rug in classroom,,Mrs Brown's Class rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104857457,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2013dfb7d5ec512e5f910e8462721332f8d2f23d6a4ceaadabd63bbf18fc6d57.jpg?v=1784370216,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,children sitting on pink classroom rug,,children sitting on pink classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104890225,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0b1c266cccd124600ab5e5b30bace1cd5551266164447ad41a441ab48b288db2.jpg?v=1784370218,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,pink classroom rug feature panel,,pink classroom rug feature panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104922993,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8e167f4753bf212e1bab9b756a6ee8dd0f9cc32a859e749fac360783ddd03c0b.jpg?v=1784370223,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,pink class rug in playroom,,pink class rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104955761,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0b1e72600baf8995f1be68efc3ef200d6007fa6b1ab566519d98637b908e9e78.jpg?v=1784370223,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,teacher reading with children on rug,,teacher reading with children on rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B039-384,chillgen.com,custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848,15913203401073,80877104988529,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/02c348339cf92a48f3b24803161dc694d8c3066d7e9f26bf04c1fceba5365412.jpg?v=1784370228,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:40:46+07:00,pink class identity rug under sofa,,pink class identity rug under sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B039/custom-composition-notebook-classroom-rug-for-kids-d5b3be8848-d5b3be8848__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
