evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B035-341,chillgen.com,custom-running-horse-welcome-mat-b4cfa05f9b-b4cfa05f9b,15913420128625,80879102263665,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fd21943333b5e91bed7e3462537617d824c2199c49ae2a94ca53f0c51fbd2755.jpg?v=1784377008,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,sunset horse silhouette rug patio view,,sunset horse silhouette rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-b4cfa05f9b-b4cfa05f9b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-342,chillgen.com,custom-running-horse-welcome-mat-7069b0c873-7069b0c873,15913420390769,80879102722417,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/48b5811f95022a282c732a766b339eb6f841f253f6521ac8eeb443d239f57747.jpg?v=1784376992,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,anti-slip backing and stain resistance panel,,anti-slip backing and stain resistance panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-7069b0c873-7069b0c873__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-342,chillgen.com,custom-running-horse-welcome-mat-7069b0c873-7069b0c873,15913420390769,80879102755185,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c38634ece39fb75f177e26a38043765ab8f5bcfdc2a15318d6a71c66075e3990.jpg?v=1784376997,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,black horse rug in living room,,black horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-7069b0c873-7069b0c873__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-342,chillgen.com,custom-running-horse-welcome-mat-7069b0c873-7069b0c873,15913420390769,80879102787953,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/50acf14a077cec5a07637369b9a1938b60f41a1c0754fbad63edd5bcef7af5b4.jpg?v=1784376998,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,horse bridle rug room mockup,,horse bridle rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-7069b0c873-7069b0c873__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-342,chillgen.com,custom-running-horse-welcome-mat-7069b0c873-7069b0c873,15913420390769,80879102820721,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/82a16159c8387744533e4fc6f7b7cc9f8c959ac1ceee542d85b538f516b69324.jpg?v=1784377003,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,black horse rug beside sofa,,black horse rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-7069b0c873-7069b0c873__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-342,chillgen.com,custom-running-horse-welcome-mat-7069b0c873-7069b0c873,15913420390769,80879102853489,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4cfee1d97a75f4806b4dbeea79ea51acfe758d735fda0d46292e15070d1a2ce8.jpg?v=1784377003,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,horse bridle rug by fireplace,,horse bridle rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-7069b0c873-7069b0c873__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103181169,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a9adc8496097a3b554cd4420f1dfbec2f1084560d078a8ef16c3ac2c248f044b.jpg?v=1784376966,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,chestnut running horse rug patio view,,chestnut running horse rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103213937,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6518c04f58f3217981b04e3f66398d0aa791f5534fb0ea86d9dc374d7f03f620.jpg?v=1784376966,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,running horse area rug size chart,,running horse area rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103246705,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bd7746fcbbacc606d65e79151eb5459489d53017b2d6d7fdeb7da2c0f125a3b7.jpg?v=1784376971,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,microfiber memory foam chestnut horse detail,,microfiber memory foam chestnut horse detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103279473,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b681b2df525fd7ffc960d3d63a66d7fca708df8cbeffeb88bca4b331f9e23f1.jpg?v=1784376972,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,anti-slip backing and stain resistance panel,,anti-slip backing and stain resistance panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103312241,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bc6c2882214349bb752a475294606cca90ae0950654c8448abeefe41e58f374d.jpg?v=1784376977,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,chestnut horse rug in living room,,chestnut horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103345009,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3466440bcad887bf4f4a0b855199f1d89eb46a53e68c6cfb308d5d749c643228.jpg?v=1784376977,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,horse area rug room mockup,,horse area rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103377777,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/566768cf4c284c52efd97e9ee2ef46b9d7cb4c14a4fad29e61bc5a163849639a.jpg?v=1784376984,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,chestnut horse rug beside sofa,,chestnut horse rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-343,chillgen.com,custom-running-horse-area-rug-non-slip-384f7e6e8e,15913420456305,80879103410545,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9c4f70e9b0a248db1df3026969ed738aa8aca43db05b5e2d673ee03de5d80225.jpg?v=1784376982,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,running horse rug by fireplace,,running horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-area-rug-non-slip-384f7e6e8e__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104393585,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3141d3eeeab58285694fe2023195c9750a4d7c63a3f48e850a494974051110fd.jpg?v=1784376945,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,monochrome running horse rug patio view,,monochrome running horse rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104426353,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f9bec99f10d1d202c701071429325ace1ec70f3050776861205ecbdf166ab71a.jpg?v=1784376946,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,horse lover area rug size chart,,horse lover area rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104459121,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e1bce2e59a29b6a80f965935b46fb349e80ed939a5fdeb806a6b9a0dd40693c2.jpg?v=1784376950,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,microfiber memory foam horse detail,,microfiber memory foam horse detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104491889,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/803ea7ec90a876ae898d49483a60b4d71a4d1515fb4f827a62b8c84e4131a648.jpg?v=1784376951,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,anti-slip backing and stain resistance panel,,anti-slip backing and stain resistance panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104524657,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/299d79059ff575c59991c8a82519154fedd2e6cbde9a2128a4ca0186402b1964.jpg?v=1784376956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,monochrome horse rug in living room,,monochrome horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104557425,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/40b8829e1382b377d98e1d8daa55a528c34a1fcd94c435c99dad58545561d61a.jpg?v=1784376956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,running horse rug room mockup,,running horse rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104590193,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8abb94546f3a739e7f275e1ec2aa5fb370c4192b67421349f9cce194ca830f21.jpg?v=1784376961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,monochrome horse rug beside sofa,,monochrome horse rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B035-344,chillgen.com,custom-running-horse-welcome-mat-60ae7781a9,15913420521841,80879104622961,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cebf90922797f90f3018abb0a70ea83a9ce2e55fbca4ce1f6dd5c8729dee7926.jpg?v=1784376961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:22:21+07:00,horse rug by fireplace,,horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B035/custom-running-horse-welcome-mat-60ae7781a9__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
