evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B025-241,chillgen.com,custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e,15913278538097,80877936476529,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/667ec944f6654ff20ca917ed51c8d59ff83f4cf98d1b4732481b3178b31afac5_dc9432d2-8ae1-4188-97e5-2b16cdf0f10d.jpg?v=1784365028,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,reading tree rug in classroom nook,,reading tree rug in classroom nook,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-reading-tree-classroom-library-rug-983a65fb2e-983a65fb2e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951582577,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f793b0e76356ab17fa9ac04f0ba38d29abf4681a35af67d641b5f50d76842601_ea77b484-ac36-4e8e-8672-5a05678c3104.jpg?v=1784364959,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,backing detail for read books rug,,backing detail for read books rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951615345,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d3b9450171c764fe604ec21c520c6f982bdf9b081147114ab0f63cc22757af49_98841003-c490-437a-9faf-c75453ba4944.jpg?v=1784364965,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,microfiber cushion closeup for book rug,,microfiber cushion closeup for book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951648113,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8c5b6d8eae444d5c04ee9a65c95b518c24193ba78338a5d805081f629cf360a_536c5c17-f813-4063-86ba-ea726c2949e8.jpg?v=1784364965,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,cool kids book rug detail panel,,cool kids book rug detail panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951680881,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e5683b4c5dbc170024cf87d4f32b97737a24d8e871d2722aa97fd6910bb6fe7f_83c4822d-2436-4e37-b587-6bc080fbd94b.jpg?v=1784364970,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,read books rug in playroom,,read books rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951713649,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/70244edd8ec4be03fff13f9ee4cfcc17acb9895257ad5a418c279cc2c4156185_7c2cfe88-9d67-46e5-b2a5-03419e8dda39.jpg?v=1784364973,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,children reading on book rug,,children reading on book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951746417,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/49f7cc28786a77b6197c55db66e897fcfddf5c872daea4aaa0edbe577f20d54b_2e034d9e-8b0c-47b2-aca1-ab696a2410b0.jpg?v=1784364977,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,classroom library book rug mockup,,classroom library book rug mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-243,chillgen.com,personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5,15913280405873,80877951779185,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c0c9fdd10d85a63d27163f50206e9457a17d125913a543d9ae04070dbdc9daac_aaf6bd04-16c3-4a1d-b9f0-975a5d571123.jpg?v=1784364979,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,anti-slip backing panel for book rug,,anti-slip backing panel for book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/personalized-cool-kids-read-book-rug-classroom-library-b1f15827f5__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-244,chillgen.com,custom-good-day-read-book-classroom-rug-dc9ddbc5f6-dc9ddbc5f6,15913280536945,80877952631153,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2a9d3c4aff6e7aec14d7fda3b83c7c2b5fdd659df6d6179dc6a285cabab3ada9_2a5326dc-bd4b-4636-95d8-c74457f4179c.jpg?v=1784364934,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,New Chapter classroom rug in reading nook,,New Chapter classroom rug in reading nook,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-good-day-read-book-classroom-rug-dc9ddbc5f6-dc9ddbc5f6__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-244,chillgen.com,custom-good-day-read-book-classroom-rug-dc9ddbc5f6-dc9ddbc5f6,15913280536945,80877952663921,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5198a6a0e347ae742626838593f10f9965b5561f89e426e3a6b1b9e2572fa44a_04f21b87-c1ba-4c10-9309-3103b7426179.jpg?v=1784364934,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,New Chapter rug size options,,New Chapter rug size options,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-good-day-read-book-classroom-rug-dc9ddbc5f6-dc9ddbc5f6__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B025-244,chillgen.com,custom-good-day-read-book-classroom-rug-dc9ddbc5f6-dc9ddbc5f6,15913280536945,80877952696689,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f7e7992e7b95326b6c8c60d4ca1aeaba4b1c716f64c59bd16eb009588a6ad4f8_351d3783-06e8-4e85-8587-f1fc233e1883.jpg?v=1784364940,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:40:19+07:00,welcome reading rug in classroom,,welcome reading rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B025/custom-good-day-read-book-classroom-rug-dc9ddbc5f6-dc9ddbc5f6__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
