evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B017-161,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-106,15969451311473,81245785948529,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a378bb417b13c2b23b4e65954b854673670d3e238635bf6c34f89d8c41afe0df.jpg?v=1786656191,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,cream red Orthodox cross rug overhead view,,cream red Orthodox cross rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-106__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-162,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-107,15969451344241,81245786341745,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c1eae7ed1fe469c8cf262a7995a4eb1aaad22351cb46cd155b49b51b95a91d40.jpg?v=1786656202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,green cream cross rug in living room,,green cream cross rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-107__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-162,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-107,15969451344241,81245786374513,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8c4dae31adac136289e3c8d0566101f40a5fdd24adcda08708bdbf3aa768fed.jpg?v=1786656202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,religious prayer room rug in bright room,,religious prayer room rug in bright room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-107__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-162,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-107,15969451344241,81245786407281,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1cdc7bc4d33798d3a7259c93c1303ea0496c6c805740707e03d624f3110c08bd.jpg?v=1786656202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,woman sitting near green prayer rug,,woman sitting near green prayer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-107__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-162,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-107,15969451344241,81245786440049,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/51f10c724259001c2b20a545c2845ce06e89b9e4903a7b852bc34e574654eff7.jpg?v=1786656202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,microfiber memory foam detail for green rug,,microfiber memory foam detail for green rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-107__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-162,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-107,15969451344241,81245786472817,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85b695be6a31efcb7db405c08f28d56904dc62fd7c11e9760b6a458f557b0834.jpg?v=1786656202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,anti-slip backing graphic for Christian rug,,anti-slip backing graphic for Christian rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-107__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786636657,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9e7172fdf0497cdd9bfb6b8e636da1c7f44eb8e1f0ffd198d12a822959d3d8ae.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,black gold Orthodox cross rug beside sofa,,black gold Orthodox cross rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786669425,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d93095821da41b6a2ee6fb39518a76127f63a596912cc3db16bd244fb0fb3b2.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,size guide for black gold Orthodox rug,,size guide for black gold Orthodox rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786702193,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f776f621c1ae63cff27bce7a3496bf325cee25891cb0a79bd6020a59c14450e3.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,black Christian cross rug overhead view,,black Christian cross rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786734961,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4ad5673fc18c0318526159d35179082f1059a752c2043aaaae63908a6dfc11fe.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,black gold cross rug in living room,,black gold cross rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786767729,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a65f47c55c50a4b608cabb0b5222c4634f62aeb9f81f5b4251fae68f2ece5111.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,religious cross area rug in bright room,,religious cross area rug in bright room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786800497,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b4b1f8d4615bb6f65a448b9eb65f50bc64323d1fc9dbfbae4482a346fa95b7b4.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,anti-slip backing graphic for black Orthodox rug,,anti-slip backing graphic for black Orthodox rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786833265,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/64d68b2b17607e5c80453aadec62713c66b01089aaf5eba812729c3bb1b59933.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,microfiber memory foam detail for black cross rug,,microfiber memory foam detail for black cross rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-163,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-design-108,15969451409777,81245786866033,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3ceef0864080aef5f8e1b931dbf45ad70acbac7e5eee1ab2788b2dc93e8ed07a.jpg?v=1786656214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,woman sitting near black prayer rug,,woman sitting near black prayer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-orthodox-christian-area-rug-custom-eastern-design-108__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245846831473,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c50466b2142a575dce54a97858597a864cb32a4af77c71ff6f97c49a42f1d4bb.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,personalized classroom notebook rug in room,,personalized classroom notebook rug in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245846864241,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f304010f24366ad1e38b14cac7f8a694eb962ebd49e2dad20638aa25a74ff1bc.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,size guide for teacher classroom rug,,size guide for teacher classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245846897009,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/82c98f498c2cf0a0202d4bf7072b73b683bcf2b7363768a00e28c6edcb67c049.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,children sitting on personalized classroom rug,,children sitting on personalized classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245846929777,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b6cbe22e0588036358304f93f6d037aafdd7c78721060173ec8ab7ccda2d80b.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,kids on custom classroom rug in playroom,,kids on custom classroom rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245846962545,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dc8e5d9b3247633bdcb3e2984a99c3a63997295b0a470c31e8c189ba6ff98b34.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,layered material diagram for classroom rug,,layered material diagram for classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245846995313,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b0e468ae54abd57a951e52e2ff17b4b7411255ed62ca9f4d187bb62f52f3d04c.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,teacher name notebook rug product image,,teacher name notebook rug product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245847028081,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b07c03f49dab77e243f9da8949cedc5b8d5f55e8057c806224a5bf732d3dacce.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,classroom rug for explore learning reading play time,,classroom rug for explore learning reading play time,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B017-164,chillgen.com,personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01,15969459339633,81245847060849,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eb90c367c78fe1690ed66c8ea7dcb69c4651d9570c1a1398a4806f82e172a6bc.jpg?v=1786657903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:02:47+07:00,composition notebook rug in classroom corner,,composition notebook rug in classroom corner,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B017/personalized-composition-notebook-classroom-shaped-rugs-for-kids-a01__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
