evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B008-071,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-02,15976475558257,81307307770225,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/be7800bb9cff3013565a53eb7e5d17dce6bd113333dbc530410c61a0c89991ac.jpg?v=1787244700,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,navy and gold anchor welcome aboard boat rug in coastal entryway,,navy and gold anchor welcome aboard boat rug in coastal entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-02__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305607537,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d53dc25523adc639783eaa00c700244e79d9b119c0c68e3271271216448325a6.jpg?v=1787244672,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,angled mockup of navy gold boat-name welcome mat,,angled mockup of navy gold boat-name welcome mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305640305,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3c06ee62e1b65492f93ef8dc61724ed731b8585a05a971a6405a67365d576f8f.jpg?v=1787244671,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,size chart for personalized nautical boat mat,,size chart for personalized nautical boat mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305673073,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c96db17b08239c6c8fda9a45e383623b9a200c694ff5e609004a6b845e5c261b.jpg?v=1787244671,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,quick-dry microfiber and memory foam cushion graphic for nautical mat,,quick-dry microfiber and memory foam cushion graphic for nautical mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305705841,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bfc806c71c70878331f31c8d651f95f1823b5fcbd16715f73d6cc25cd9b65515.jpg?v=1787244671,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,anti-slip backing stain fade and kid-friendly graphic for nautical mat,,anti-slip backing stain fade and kid-friendly graphic for nautical mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305738609,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d4b2d5dbc96ea1819c3a2b5acd5c5cf79383221a3b0886acf77b9d5ec729b586.jpg?v=1787244672,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,overhead room mockup of navy boat-name welcome mat,,overhead room mockup of navy boat-name welcome mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305771377,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/98bac0206bc43480db794fdfe3664013967c2ce29f994af79cf5e04a5ee1f824.jpg?v=1787244672,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,personalized boat mat on outdoor deck mockup,,personalized boat mat on outdoor deck mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-072,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09,15976475525489,81307305804145,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1c08d3e9a27c20e816778b7556515b73ebbad7fd37c91f56c6518f9cd0fe6633.jpg?v=1787244671,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,large nautical rug in bright room mockup,,large nautical rug in bright room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-09__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-073,chillgen.com,boat-rug-05-boat-rug-05-design-22,15976475492721,81307304427889,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e8a80539ac345288b88963b4b39a9467f237e6657fc7ca3f217399334042e4bb.jpg?v=1787244659,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,navy captain quote boat rug with Captain Jackson text on boat deck,,navy captain quote boat rug with Captain Jackson text on boat deck,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/boat-rug-05-boat-rug-05-design-22__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304100209,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8e56f59db5b463bc12d280226d738068810c50bd72f287114e8930c0a9cf1f98.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain always right boat rug on boat deck,,captain always right boat rug on boat deck,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304132977,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5b93a612e50a5d61e99d46e9a016cab9ee81c03b9fd5e45ec8bff15354952469.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain quote rug in nautical living room mockup,,captain quote rug in nautical living room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304165745,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5464e6b8c9369d34eb7e6543e2fa9509373946736cfb8fe9a11016e5b9f5295c.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,angled room mockup of captain quote nautical rug,,angled room mockup of captain quote nautical rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304198513,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/33087a247fc512942e3a01c698e60387af27e0fc029d108ef6c0d4681143f7fc.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain always right rug beside bed,,captain always right rug beside bed,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304231281,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b997236dde942e859f173e82b5e1ed2a1684034abff3a154b797f2240b3de3ef.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,size chart for captain quote boat rug,,size chart for captain quote boat rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304264049,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c0e972efc86ce44715e2544fb5adc9cc53eb97dc4db3ed018cadbcccccdbb233.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,quick-dry microfiber and memory foam graphic for captain rug,,quick-dry microfiber and memory foam graphic for captain rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304296817,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/91594fc16f07fb18c9b426fbd2ff9941db0d62834200d196a66d58d5f20a835d.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain rug in bright indoor room mockup,,captain rug in bright indoor room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304329585,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d93d4b65132e0be044e70eb6e9066c211c0ed9f56b9a58a68e1daaa892eabe9e.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,anti-slip backing and stain fade graphic for captain rug,,anti-slip backing and stain fade graphic for captain rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-074,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06,15976475459953,81307304362353,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/297e329e768c1fff67d8d3571639e35e5cf9be0525d6fe0b45151e0de8672b9e.jpg?v=1787244641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain quote rug on outdoor deck mockup,,captain quote rug on outdoor deck mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-06__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302232433,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9036b8df8c3b07e434e05e28f4e20d0a1b3f5482a627278895d5ca71c362d2a7.jpg?v=1787244579,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain Jackson nautical rug on boat deck seating area,,captain Jackson nautical rug on boat deck seating area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302265201,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b13117539aa77d4fc41c95eef923191aa21198c6b8b7fb758a4b2ccedcaf7f29.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain nautical rug at boat doorway,,captain nautical rug at boat doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
