evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B043-421,chillgen.com,custom-reading-corner-welcome-mat-classroom-library-9e72982546-9e72982546,15913270772081,80877872087409,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/093cf525cc09f393b570741500336c8731f0c77c92dcd42595bd69ce2cc09f25.jpg?v=1784369536,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Black reading corner rug with rainbow open book in classroom library setting,,Black reading corner rug with rainbow open book in classroom library setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-welcome-mat-classroom-library-9e72982546-9e72982546__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-422,chillgen.com,custom-reading-corner-classroom-library-rug-f3d87bd3da,15913270903153,80877873070449,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6a173a09d8051081915d29d8a772ef7bbcdafd170f49af6b64596370307a2ab4.jpg?v=1784369524,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Children gathered around butterfly reading rug,,Children gathered around butterfly reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-classroom-library-rug-f3d87bd3da__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-422,chillgen.com,custom-reading-corner-classroom-library-rug-f3d87bd3da,15913270903153,80877873103217,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/04d9053c2319ec84e510f5c647511d02c653ac68819524a57b13582fe88afddc.jpg?v=1784369525,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Home reading room mockup with pink library rug,,Home reading room mockup with pink library rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-classroom-library-rug-f3d87bd3da__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-422,chillgen.com,custom-reading-corner-classroom-library-rug-f3d87bd3da,15913270903153,80877873135985,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/821381a3280b50c9aa1d2c64ec768c4457b2eb56f54c85725e9e023871e0ad9c.jpg?v=1784369530,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom corner with reading gives you wings rug near desks,,Classroom corner with reading gives you wings rug near desks,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-classroom-library-rug-f3d87bd3da__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-422,chillgen.com,custom-reading-corner-classroom-library-rug-f3d87bd3da,15913270903153,80877873168753,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/be5356a67c9b44a07e229258bf61cc87d25b768d80ab520b704e492f04061d85.jpg?v=1784369531,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Machine washable and vacuum cleaner graphic for library rug,,Machine washable and vacuum cleaner graphic for library rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-classroom-library-rug-f3d87bd3da__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-422,chillgen.com,custom-reading-corner-classroom-library-rug-f3d87bd3da,15913270903153,80877873201521,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1bf03d54b4f9c79f02ac55b22c7cee46fa78152f15c19306230611413d225df8.jpg?v=1784369535,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Material details graphic showing non-slip backing and reinforced edges,,Material details graphic showing non-slip backing and reinforced edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-classroom-library-rug-f3d87bd3da__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874381169,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8152a664af3a3ad309f5d8e602d6955be7b56183208b7c3f3f80cf80b236e179.jpg?v=1784369496,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Top view of personalized bookshelf classroom rug with Mr. Smith name,,Top view of personalized bookshelf classroom rug with Mr. Smith name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874413937,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c051c60b70768bf231a23e7ffc951195f2584b288842e89e9bb8e5f88506660a.jpg?v=1784369497,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Isolated bookshelf rug with Today a Reader Tomorrow a Leader quote,,Isolated bookshelf rug with Today a Reader Tomorrow a Leader quote,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874446705,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/92a001c9622a4508a79b2c82c316be0a9a898f1ca496c2bb8d413e2c1393222d.jpg?v=1784369501,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom mockup with bookshelf reading rug on floor,,Classroom mockup with bookshelf reading rug on floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874479473,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/de3c3bcd01d54e8a29e4d0d0a59cfe317d7d96a7195809af5802e4b7787d54ab.jpg?v=1784369503,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Playroom mockup with colorful bookshelf classroom rug,,Playroom mockup with colorful bookshelf classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874512241,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/878bbb5eb4f17d065db2e70de84665908831e126a23dc528d0aea674b2be1a76.jpg?v=1784369507,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Children sitting near bookshelf rug detail,,Children sitting near bookshelf rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874545009,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c48058ed2b77148db11bd80a045437a4d5293b37967d770cfe99ded420d1bc7e.jpg?v=1784369508,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Teacher and children gathered on personalized bookshelf rug,,Teacher and children gathered on personalized bookshelf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-423,chillgen.com,custom-bookshelf-classroom-library-reading-rug-110e79f122,15913271001457,80877874577777,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1c52784f2b3cf1f88cc89cca4f9c1768c4e98d319c0dd431a91de031da05ee83.jpg?v=1784369512,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Feature graphic showing thickness bound edges and learning pattern,,Feature graphic showing thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-bookshelf-classroom-library-reading-rug-110e79f122__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877428593,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6594ef2a562a052c6e04317a004f9731740b1ced79a3b31b6899020120699358.jpg?v=1784369474,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Pastel It's a Good Day to Read a Book rug in playroom,,Pastel It's a Good Day to Read a Book rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877461361,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e4074a16e403032f7a2030b8567b0e9409aca975df1bacd26dd4b05d7e3f473.jpg?v=1784369475,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Home reading room mockup with pastel book quote rug,,Home reading room mockup with pastel book quote rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877494129,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a26e4d3b4c4b88cc66384fb6e0508fd0d1ce7226d8515e939ea458f0e32e83e8.jpg?v=1784369479,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom mockup with good day to read a book rug,,Classroom mockup with good day to read a book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877526897,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4b1e22323cdeb75024ff55bb95de2f2281b70664b5b06944fa34444bff9516b2.jpg?v=1784369481,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Material details graphic for pastel book theme rug,,Material details graphic for pastel book theme rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877559665,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d701271934b6d83d468e4b9293b2e61c7ed1fd39214ee3e230a290df9c059a5f.jpg?v=1784369485,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Children gathered around pastel reading quote rug,,Children gathered around pastel reading quote rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877592433,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/781ca01c135a8b4edc8fb2ba55b54fd67b3149e24f596d3fd50cab4693079be1.jpg?v=1784369486,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Feature graphic with learning pattern thickness and bound edges,,Feature graphic with learning pattern thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877625201,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f80bb26ee08fb0e549a2cfd785dc81622eb6cbb81388e9a86c3e54d6c38b5851.jpg?v=1784369490,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Close-up of pastel floral microfiber book rug surface,,Close-up of pastel floral microfiber book rug surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-424,chillgen.com,custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c,15913271198065,80877877657969,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/72fbc4974dafc38d3419b7758d66da299ef543f484b429d5456ec67fdb929cb9.jpg?v=1784369492,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Backing and material infographic for good day to read rug,,Backing and material infographic for good day to read rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-book-rug-classroom-reading-nooks-da82e7625c-da82e7625c__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
