evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B049-481,chillgen.com,personalized-motivational-classroom-rug-for-kids-1499e819f7-1499e819f7,15913242165617,80877557514609,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/636afcbda4f4803cf9e9b26e9f595c586103973ab1332c8a3a5a51515b0a3a5d.jpg?v=1784365266,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,White You Are affirmation rug in kids room,,White You Are affirmation rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-1499e819f7-1499e819f7__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-482,chillgen.com,personalized-motivational-classroom-rug-for-kids-d58c24b35d,15913242952049,80877564166513,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f6fd74dbc713c4fe78737a5e24f9b77c60e31163caea5228dd377edb2154db9a.jpg?v=1784365251,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Children playing on rainbow affirmation rug,,Children playing on rainbow affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-d58c24b35d__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-482,chillgen.com,personalized-motivational-classroom-rug-for-kids-d58c24b35d,15913242952049,80877564199281,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/34d64132232e43cec82000b9f5c61ad9bec5fd66228d578a52c58e7c9ba8867c.jpg?v=1784365255,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Feature graphic showing learning pattern thickness and bound edges,,Feature graphic showing learning pattern thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-d58c24b35d__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-482,chillgen.com,personalized-motivational-classroom-rug-for-kids-d58c24b35d,15913242952049,80877564232049,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/926d5e1e1354f2ab3f267a430663ee58dd675846f737ea3b2ac133e9f9e90d7e.jpg?v=1784365257,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Top view of rainbow sunburst affirmation rug,,Top view of rainbow sunburst affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-d58c24b35d__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-482,chillgen.com,personalized-motivational-classroom-rug-for-kids-d58c24b35d,15913242952049,80877564264817,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f827936720c76482e8a6573cdf06eb4e0be100ebae2b1dbf925825bfc3d1b70e.jpg?v=1784365261,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Child reading on colorful I Am affirmation rug,,Child reading on colorful I Am affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-d58c24b35d__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-482,chillgen.com,personalized-motivational-classroom-rug-for-kids-d58c24b35d,15913242952049,80877564297585,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/39ed0b62e9f3dc476ebe83caaac31713ce490102f92f80336859e77cc11ef04e.jpg?v=1784365263,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Playroom mockup with sunshine affirmation rug,,Playroom mockup with sunshine affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-d58c24b35d__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570720113,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cae1516ccc215a01d9784865975d42c73361067a00d87c292cf764ef1bc37a99.jpg?v=1784365220,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Top view of black You Are growth mindset word collage rug,,Top view of black You Are growth mindset word collage rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570752881,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d535b90144d84a8715e93959adb76c74bb87f55c039e71cfe5e600fdab361cac.jpg?v=1784365224,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Sofa room mockup with colorful affirmation rug,,Sofa room mockup with colorful affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570785649,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c53682bb242309614c1b5132ec156b153e9e059e7c66d089d8b23667bccd712e.jpg?v=1784365227,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Playroom mockup with black growth mindset rug,,Playroom mockup with black growth mindset rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570818417,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/78290b2667dd01ceb0fad8e3ea86a8794b3d46bdf8a56544b2eb6d8041fe2c11.jpg?v=1784365229,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Children gathered near You Are word collage rug,,Children gathered near You Are word collage rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570851185,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b9813a4651ee9b3c5c31ced38d8cda9260993eefc6708bb45486b012f3f3d04.jpg?v=1784365232,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Teacher and children sitting on colorful positive word rug,,Teacher and children sitting on colorful positive word rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570883953,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7afdde7709bf9385ab2c52e2b5fb237c20d2719decf0b8ce19b9d9ad6d5f4a5d.jpg?v=1784365235,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Feature graphic showing thickness and bound edges,,Feature graphic showing thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570916721,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9cb11f9375ce1c18ecc58c782d2e246233059c753db824c489e84d01bfc4d567.jpg?v=1784365238,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Classroom mockup with black growth mindset rug,,Classroom mockup with black growth mindset rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-483,chillgen.com,personalized-motivational-classroom-rug-kids-803fa89d09,15913243607409,80877570949489,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bf5fda3d1d92ac930bcb7fc9af4a01eeb4fb6427689306872a4056edcc38ca8b.jpg?v=1784365240,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Child playing on You Are affirmation rug,,Child playing on You Are affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-kids-803fa89d09__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574095217,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2a621d69f1589a376652a36587d94dd857035e38511977d97216d2384342a55b.jpg?v=1784365202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Cream I Am affirmation rug with rainbow waves and smiley faces,,Cream I Am affirmation rug with rainbow waves and smiley faces,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574127985,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a0839c35e2a964e8e5a453aa70643c5e4ab772c9fb46ad4937cba5d6814e093.jpg?v=1784365203,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Classroom mockup with cream positive affirmation rug,,Classroom mockup with cream positive affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574160753,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e81d6038698a6a6161208849f40664e8bc034b1f506f415072f250d54e8fb108.jpg?v=1784365207,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Top view of I Am affirmation rug on wood floor,,Top view of I Am affirmation rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574193521,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/939a66469df62ce35a8825d347fe4cf684641f54c8787a41a0d580b215ea655f.jpg?v=1784365208,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Playroom mockup with rainbow affirmation rug,,Playroom mockup with rainbow affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574226289,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d114f2fb483a96904b227ce7459a98d2d359e556972b311ee29e67bc935d401a.jpg?v=1784365212,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Feature graphic showing thickness learning pattern and bound edges,,Feature graphic showing thickness learning pattern and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574259057,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/38073abaf9a757063ac147cbec1b5048c807d0417ff9304d5ad27dd34a055ca4.jpg?v=1784365214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Teacher and children gathered near I Am affirmation rug,,Teacher and children gathered near I Am affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B049-484,chillgen.com,personalized-motivational-classroom-rug-for-kids-43aa6a180c,15913243967857,80877574291825,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1b8f6f1c144bf6155edd1cf0d49384b4fb826d786794b0d5f5cb01627dc78a73.jpg?v=1784365218,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:26:10+07:00,Children sitting near cream affirmation rug detail,,Children sitting near cream affirmation rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B049/personalized-motivational-classroom-rug-for-kids-43aa6a180c__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
