evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B028-271,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-tentacle-0753b2605a,15913340567921,80878451753329,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/17c68198d987f5fa6e22bcc5659b741ed9893011ab938f469f3b771bbb7234ce.jpg?v=1784376301,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,wave octopus shaped rug on wood floor,,wave octopus shaped rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-tentacle-0753b2605a__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-272,chillgen.com,custom-octopus-sea-monster-welcome-mat-c69579f5ed,15913340993905,80878453293425,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4eaab673accc3deecfc19d3dfd98ffb412a6168edad779c0434a594f91e43ef6.jpg?v=1784376274,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,nautical octopus rug in living room,,nautical octopus rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-sea-monster-welcome-mat-c69579f5ed__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-272,chillgen.com,custom-octopus-sea-monster-welcome-mat-c69579f5ed,15913340993905,80878453326193,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/17a8da7b73e49e03a22ede1e3b4e8a40c99f3fe6198f3d955eb2b3c1c7b72f33.jpg?v=1784376278,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,layered backing detail for red octopus rug,,layered backing detail for red octopus rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-sea-monster-welcome-mat-c69579f5ed__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-272,chillgen.com,custom-octopus-sea-monster-welcome-mat-c69579f5ed,15913340993905,80878453358961,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d226cf0bfb11ace0e2f5572b889c4e58a965d3cadbb93d5d75c7456c0f945f1c.jpg?v=1784376279,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,porthole octopus rug size chart,,porthole octopus rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-sea-monster-welcome-mat-c69579f5ed__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878453850481,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/91d5ef126b80b0cb5d45b14a57475bb62d0ba9f42d95b1021d2da27db84727d9.jpg?v=1784376247,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,blue tentacle octopus rug on wood floor,,blue tentacle octopus rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878453883249,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ae0a474ecf01e805993c9d5d090dd8a40052fd130f233b65245d2d0c5f2e768d.jpg?v=1784376246,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,swirling tentacle rug room view,,swirling tentacle rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878453916017,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/582e3e5f02d301e7087665a3fa7204945409f1f350aa1b47b25f21198a07e423.jpg?v=1784376252,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,custom shape blue octopus rug panel,,custom shape blue octopus rug panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878453948785,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0ef4e18469890bac9ab34f8f331969b1472319c322cf8e782cfb2f9758e7130e.jpg?v=1784376252,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,blue octopus rug product view,,blue octopus rug product view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878453981553,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af142af8ca6cd630c25f051f9a15a78659a9a49731c088a2ae92e32c879c8798.jpg?v=1784376257,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,tentacle rug in living room,,tentacle rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878454014321,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dab709d30df5f8586af1ea0ec2a6ba3829d479032049d7f2feb5152f728cdac3.jpg?v=1784376257,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,layered backing detail for blue octopus rug,,layered backing detail for blue octopus rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-273,chillgen.com,custom-octopus-shaped-area-rug-a96e544960-a96e544960,15913341223281,80878454047089,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/debe15352a29baa20d8167a02297ef59de5c0d5660a9665f21225bf4485a1cde.jpg?v=1784376263,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,blue tentacle rug size chart,,blue tentacle rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-a96e544960-a96e544960__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454636913,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4203c13b9710d70828be9758b4572021fe1f43b4b725c1260893bc7ea1c45f4b.jpg?v=1784376225,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,cave octopus shaped rug on wood floor,,cave octopus shaped rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454669681,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cf2915177f7f63e49efa5e612a344c004e042e192f355a249771ea8f764a1cee.jpg?v=1784376231,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,underwater octopus rug product view,,underwater octopus rug product view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454702449,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eeec74d8b8455add16326093e5245c617c28121b2849a012ecf6daf86f324117.jpg?v=1784376230,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,sea monster cave rug room view,,sea monster cave rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454735217,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/736612c6f9a625fa0b79196d554206b9413bd594a33e8ffcee6ca68634814938.jpg?v=1784376236,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,custom shape cave octopus rug panel,,custom shape cave octopus rug panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454767985,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/27956cf0301bbc5b76c632114578a756fdfc1b3a9e7a783fefdad402fcd4c72c.jpg?v=1784376236,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,purple octopus rug in living room,,purple octopus rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454800753,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/75f99b5be5efddbd92901af8c811603adcaaf789cd2f7bf244a12f03de1145ac.jpg?v=1784376241,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,layered backing detail for cave rug,,layered backing detail for cave rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-274,chillgen.com,custom-octopus-shaped-area-rug-sea-monster-1975158434,15913341387121,80878454833521,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9d96a149950ff3dfcd32dcf704b557a522a7eae673ceeeea4db9be7564997206.jpg?v=1784376241,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,cave octopus rug size chart,,cave octopus rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-sea-monster-1975158434__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-275,chillgen.com,custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12,15913341583729,80878455816561,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/63a454c43b95a2b42fd6674c250a7657ec482d2a8fbbd92706836452e6e1e0d3.jpg?v=1784376209,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,teal octopus shaped rug on wood floor,,teal octopus shaped rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-275,chillgen.com,custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12,15913341583729,80878455849329,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b82a8a421eac75a3bb6b2520e5060ad731dc0a4974818922a395d2dea9c03dc3.jpg?v=1784376210,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,teal octopus rug product view,,teal octopus rug product view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-275,chillgen.com,custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12,15913341583729,80878455882097,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9e0cb463422f82ebd53ff6cb37cd0607394c043e3182239943b02a0d8f0af186.jpg?v=1784376215,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,octopus floor mat room view,,octopus floor mat room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B028-275,chillgen.com,custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12,15913341583729,80878455914865,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/12aa3a2dbc50b87f558ad355f72a54b3ee69e85d6b7f692f5235d694f2985a91.jpg?v=1784376214,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:52:09+07:00,custom shape teal octopus rug panel,,custom shape teal octopus rug panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B028/custom-octopus-shaped-area-rug-c7d44eba12-c7d44eba12__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
