evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B038-371,chillgen.com,personalized-christmas-doormat-with-custom-family-name-315531dc75-315531dc75,15913396765041,80878925349233,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7162xSFBdGL._SL1500.jpg?v=1784377863,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,buffalo plaid Christmas family mat at front door,,buffalo plaid Christmas family mat at front door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/personalized-christmas-doormat-with-custom-family-name-315531dc75-315531dc75__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-372,chillgen.com,custom-road-map-play-mat-rug-38a585717c-38a585717c,15913397289329,80878931116401,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f6b12c1ed73c16b7a0dab884a3b23883c9b5f737bd261970d10a564b1dd54def.jpg?v=1784368458,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,road play rug in kids bedroom,,road play rug in kids bedroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/custom-road-map-play-mat-rug-38a585717c-38a585717c__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-372,chillgen.com,custom-road-map-play-mat-rug-38a585717c-38a585717c,15913397289329,80878931149169,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bc651836aaf1f4a80d322a093e8104cea92c1afe31935906a4e06b0d5cf1ebc8.jpg?v=1784368464,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,children sitting on town road rug,,children sitting on town road rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/custom-road-map-play-mat-rug-38a585717c-38a585717c__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-372,chillgen.com,custom-road-map-play-mat-rug-38a585717c-38a585717c,15913397289329,80878931181937,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47bc2c630ceb4f03e8694974c2d10979300555567b0f2070297c2cc60b5869ec.jpg?v=1784368464,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,road map play rug in playroom,,road map play rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/custom-road-map-play-mat-rug-38a585717c-38a585717c__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-372,chillgen.com,custom-road-map-play-mat-rug-38a585717c-38a585717c,15913397289329,80878931214705,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2532256752d94a0fa81adbbeb6c4ef6af5918e8eb67bcf34d0384a50273d4375.jpg?v=1784368470,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,road map rug between classroom tables,,road map rug between classroom tables,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/custom-road-map-play-mat-rug-38a585717c-38a585717c__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-372,chillgen.com,custom-road-map-play-mat-rug-38a585717c-38a585717c,15913397289329,80878931247473,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/65b1595e7badc14c179747077092e43bdf3c5f99eae4cbaf40243138b87f4da1.jpg?v=1784368470,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,washable road map rug cleaning panel,,washable road map rug cleaning panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/custom-road-map-play-mat-rug-38a585717c-38a585717c__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-372,chillgen.com,custom-road-map-play-mat-rug-38a585717c-38a585717c,15913397289329,80878931280241,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/270011113cd596136a65be5168f8eefcd1aeb0f194604e5c2a5efe0477879075.jpg?v=1784368475,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,road map rug material and backing detail,,road map rug material and backing detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/custom-road-map-play-mat-rug-38a585717c-38a585717c__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869953962353,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f0bad710830c03e8d9b7e04d6b13bb1551277a91b3f0f310bb699c940c341788_a7bd5761-abae-4563-9b47-d354876a22eb.jpg?v=1784370929,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,I Feel emotion faces rug in classroom,,I Feel emotion faces rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869954027889,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/961cda1f0aaae588fce82e9bd10ee5916f6423238e9b4f7dfdfda869f94b2c49_e159f8f6-f380-483f-b8f7-722b8a09698d.jpg?v=1784370934,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,emotion faces rug size chart,,emotion faces rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869954060657,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/522a1283b6baa6e0ac4f62810743bb0d87c2eba269ccc27ebf4b05efb4e1c6ee_130e2bcd-1735-4a63-9d38-d1b7946bcb76.jpg?v=1784370934,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,classroom circle time with feelings rug,,classroom circle time with feelings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869954093425,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b32338dd4c73b4a4e7348a11080d5ad2ddc8546b658a83377d62b83a678ff054_9e8c87c5-e654-4eb8-b5a2-7b0c0c4c9a7e.jpg?v=1784370939,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,superior quality backing panel for emotions rug,,superior quality backing panel for emotions rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869954126193,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/92ad7d4836bade98c7cd8db3e75f1986f43fc3bd3c28776d2ec9eaeaa1ed67d9_e089dee2-4d75-4e2a-8775-f3359cc46189.jpg?v=1784370940,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,child reading on I Feel rug,,child reading on I Feel rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869954158961,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d7632459386395db0e4206559e1ecccb6f2a2ba1b6501241fbe618e26f76c8f9_c5347330-8b56-44cb-a925-714b945c2f26.jpg?v=1784370945,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,emotion rug attractive design panel,,emotion rug attractive design panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80869954191729,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c6c870a6b1f4d2753fcb51d63d134aab5491075be540b94e19b191659f1ae292_6dbe50f0-ab4d-42fc-92c0-7ec0da83a930.jpg?v=1784370945,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,toddler on non-slip emotion rug,,toddler on non-slip emotion rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131773809,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f0bad710830c03e8d9b7e04d6b13bb1551277a91b3f0f310bb699c940c341788_4be72ca7-9876-462c-a0ad-eb1bbce7f7ff.jpg?v=1784370950,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,I Feel emotions rug flat classroom view,,I Feel emotions rug flat classroom view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131806577,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/961cda1f0aaae588fce82e9bd10ee5916f6423238e9b4f7dfdfda869f94b2c49_5e1933f0-c5dc-47c0-825f-ec4b7f2cc5af.jpg?v=1784370950,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,I Feel rug size guide repeat,,I Feel rug size guide repeat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131839345,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/522a1283b6baa6e0ac4f62810743bb0d87c2eba269ccc27ebf4b05efb4e1c6ee_a3cf08a8-a86e-4811-ad5b-6cac5f7ad2a0.jpg?v=1784370956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,classroom decor rug group activity panel,,classroom decor rug group activity panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131872113,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b32338dd4c73b4a4e7348a11080d5ad2ddc8546b658a83377d62b83a678ff054_9ffe5235-05ec-4eb8-ad48-46d5b41baee0.jpg?v=1784370956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,emotions rug backing quality repeat,,emotions rug backing quality repeat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131904881,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/92ad7d4836bade98c7cd8db3e75f1986f43fc3bd3c28776d2ec9eaeaa1ed67d9_b82ff295-2cba-4d29-a74a-5991e88f0904.jpg?v=1784370961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,child reading on feelings rug repeat,,child reading on feelings rug repeat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131937649,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d7632459386395db0e4206559e1ecccb6f2a2ba1b6501241fbe618e26f76c8f9_15330c6f-3057-437e-9dc3-2384350fcae4.jpg?v=1784370961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,I Feel rug design close-up panel,,I Feel rug design close-up panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-373,chillgen.com,wheel-of-feelings-and-emotions-round-rug-ec03e55978,15912092434801,80878131970417,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c6c870a6b1f4d2753fcb51d63d134aab5491075be540b94e19b191659f1ae292_2e0cebbf-c103-4794-846d-07521c6378e8.jpg?v=1784370966,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,baby crawling on emotion faces rug,,baby crawling on emotion faces rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-ec03e55978__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B038-374,chillgen.com,wheel-of-feelings-and-emotions-round-rug-01636a663b,15912092696945,80869954879857,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/27032d541fd6eb3965ed0292e9c47929a68e7566a1ee7973a194adcfbaeec939.jpg?v=1784370893,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:36:11+07:00,teaching clock round rug in classroom,,teaching clock round rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B038/wheel-of-feelings-and-emotions-round-rug-01636a663b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
