evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B048-471,chillgen.com,custom-mathematics-education-rug-677ea4d8b5-677ea4d8b5,15913234006385,80877463830897,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a251b5d034762bef3d5868246f3f12aeac409267b3e642ceebd615d662b349ac.jpg?v=1784369741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Green Ms. Anna math thinking classroom rug on wood floor,,Green Ms. Anna math thinking classroom rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-mathematics-education-rug-677ea4d8b5-677ea4d8b5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-472,chillgen.com,personalized-motivational-classroom-rug-for-kids-185af7709b,15913234301297,80877467369841,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7583ab67d4b03a11d9361a9591173b79453e744761195be584b22f0ee9c4d730.jpg?v=1784365455,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Feature graphic showing thickness bound edges and learning pattern,,Feature graphic showing thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-185af7709b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-472,chillgen.com,personalized-motivational-classroom-rug-for-kids-185af7709b,15913234301297,80877467402609,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7994f971f855d6411ba29cd324acdbf1780ff2bc24bc066f58484343fa640a0a.jpg?v=1784365458,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Child playing on white growth mindset classroom rug,,Child playing on white growth mindset classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-185af7709b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-472,chillgen.com,personalized-motivational-classroom-rug-for-kids-185af7709b,15913234301297,80877467435377,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e47000e709810fe39648893d24beb27cab38dad00b70cb51f13c184bff3b797.jpg?v=1784365461,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with In This Classroom rug,,Playroom mockup with In This Classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-185af7709b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-472,chillgen.com,personalized-motivational-classroom-rug-for-kids-185af7709b,15913234301297,80877467468145,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ddadcf4a811c7c6657b4c17829fb3beff49288a2f0c37a0f0ddad83a949a6ca5.jpg?v=1784365464,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with teacher-name affirmation rug,,Classroom mockup with teacher-name affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-185af7709b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467500913,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7554620f58d9cd10eea0322eb7ae92918336305bc122617801dda9869868817b.jpg?v=1784369723,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Black Mrs. Mullet math class team rug on wood floor,,Black Mrs. Mullet math class team rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467533681,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/523ed7f5fb3eb5cf80e08207fbc4d4aecd106cb7b92d2ffb39fbcc9b4a955109.jpg?v=1784369725,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with colorful math class team rug,,Playroom mockup with colorful math class team rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467566449,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa82270a9365851907291d54eaa4f0d25802ca9e26f927d0c669041c54091a6e.jpg?v=1784369728,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Teacher and children sitting on team math rug,,Teacher and children sitting on team math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467599217,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8e84e3c8aa15525453f13c24770e352001fd39806566e717e57654102197a3e3.jpg?v=1784369730,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with personalized math team rug,,Classroom mockup with personalized math team rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467631985,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e64c1259354f8e014b58ebc66ba29263f8c5edb823d996674aaa1b42e9e999c3.jpg?v=1784369733,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Feature graphic showing bound edges thickness and learning pattern,,Feature graphic showing bound edges thickness and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467664753,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9de350f74b45408ee85741d49294a308038f691356031d8d33218dd75de968d5.jpg?v=1784369735,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children gathered near math team rug details,,Children gathered near math team rug details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-473,chillgen.com,custom-math-classroom-welcome-mat-93506f16cb-93506f16cb,15913234334065,80877467697521,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3bdb2bcb199e6973e0363a4e6f588c498625bf32b9a94d1e2e0473e8b7ef07f1.jpg?v=1784369738,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Isolated In Mrs. Mullet's Class team rug,,Isolated In Mrs. Mullet's Class team rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-math-classroom-welcome-mat-93506f16cb-93506f16cb__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877484966257,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1226cffb0721c46263de6abe4cf5b375903be6cfd644efa4492bcf2d315c9094.jpg?v=1784365422,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Cream It's Okay To classroom rug with Mrs. Brown's Class text,,Cream It's Okay To classroom rug with Mrs. Brown's Class text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877484999025,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5e31b8c284aebd3f76af7d8f0c9090d6440b4e7730ea4eb81875e39b8dffec6.jpg?v=1784365424,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with mistakes are okay SEL rug,,Classroom mockup with mistakes are okay SEL rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877485031793,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dfbd5ea8e09168c1da06f9db25c3d16a56f3292707d223e356d0c70b49086a5b.jpg?v=1784365428,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Child reading on cream It's Okay To rug,,Child reading on cream It's Okay To rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877485064561,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/081bf917a31878fe73c041524300f0a64fc5f2ffa80f5f51f3022cdc1887f944.jpg?v=1784365430,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children playing on SEL classroom rug,,Children playing on SEL classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877485097329,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e80a8fb02001361bdef1f64310865f15f3d7416c5c54c7b833cbdb4cfe87000.jpg?v=1784365433,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Feature graphic showing thickness bound edges and learning pattern,,Feature graphic showing thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877485130097,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5ffdc18d2a268831386151c86ced58e5cb8d658bb31dac28ca913e3e0218b0b5.jpg?v=1784365436,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Child playing on cream growth mindset rug,,Child playing on cream growth mindset rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877485162865,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c3b5b9be979749b123af75cb5e660430cb4b3b0b29ea72c597cb1e810f861f5e.jpg?v=1784365438,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Top view of It's Okay To classroom rug,,Top view of It's Okay To classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-474,chillgen.com,personalized-motivational-classroom-rug-kids-c5c4db7870,15913235677553,80877485195633,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b4c5e4ec02a52361e4a8bcf8b15a5fbc6f3ed43706c634af0b7bfa313e1cb01c.jpg?v=1784365441,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with Mrs. Brown SEL rug,,Playroom mockup with Mrs. Brown SEL rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-c5c4db7870__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493748081,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1133a09cbce30fe01f2d2cdf713cbb87390666d07603cdc813deac8194b938ae.jpg?v=1784365399,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,White You Are affirmation rug in kids room,,White You Are affirmation rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
