evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B014-131,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-110,15969355268465,81244828434801,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/53809d4f79c9c5320f58a6610202fb0c560e50fa6044b43748a2c74eef49ef5d.jpg?v=1786648444,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,my feelings classroom rug in play area,,my feelings classroom rug in play area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/wheel-of-feelings-and-emotions-round-rug-educational-men-design-110__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-132,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-111,15969356382577,81244838068593,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/65b69514dd8af75a9be9071b201f21d5bee8429f0afa4fb0e5269d66a523c99d.jpg?v=1786648468,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,attractive design and reinforced edging graphic for emotion rug,,attractive design and reinforced edging graphic for emotion rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/wheel-of-feelings-and-emotions-round-rug-educational-men-design-111__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-132,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-111,15969356382577,81244838101361,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d22bec2e006b142731de2d67292f0a79079c2949c043315c5c2a5bfc5508c2c.jpg?v=1786648468,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,superior quality non-slip backing graphic for feelings rug,,superior quality non-slip backing graphic for feelings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/wheel-of-feelings-and-emotions-round-rug-educational-men-design-111__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542416753,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/27027e25abba5bedc32489d12f6bce616ae74c41fa1a409c1a3d9df53216d145.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,personalized black cat Halloween doormat on porch,,personalized black cat Halloween doormat on porch,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542449521,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a16fb38155e44ca375e9804ac6ae67e397941db02ea014a54ee4108be5373ae5.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,family-name Happy Halloween mat at open doorway,,family-name Happy Halloween mat at open doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542482289,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8da3ac2b0855c72adb4cb8d93daa64aa0130775fdfe1d84da9d9bd49e487a282.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat ghost pumpkin Halloween mat by wooden door,,black cat ghost pumpkin Halloween mat by wooden door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542515057,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d18b69ea571d8369463f43a18c9996f192d54f695f5daabf48de77ccd98d4d19.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,non-skid rubber backing and 3 mm thickness graphic for Halloween mat,,non-skid rubber backing and 3 mm thickness graphic for Halloween mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542547825,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/40bfb5553977e852576802121f0d3119910726a7144248e07c6b6eff78a3ad0b.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,size guide for personalized Halloween doormat,,size guide for personalized Halloween doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542580593,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9502565eeed6398ece7cff2329b5e8b5e1d6ecee216389f062145cc48e2ff898.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,Halloween family doormat on patterned entry floor,,Halloween family doormat on patterned entry floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542613361,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2972523dbe379c2261d09bd887b922d5af368561e0d8274ec638a9bd4281bf3e.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,spooky Halloween mat in indoor entryway,,spooky Halloween mat in indoor entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542646129,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f1cf1acc057b7bd229e2c2e26f83ac1ae803d75e070319f261d6298564f29f00.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat Halloween doormat by white door,,black cat Halloween doormat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-133,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat,15969434927473,81245542678897,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4683cbb9186bcd093cbe19dc5e67d5a770e8e578ef36259a356be1db2df1fcce.jpg?v=1786651826,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,personalized Halloween porch mat near shoes,,personalized Halloween porch mat near shoes,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-with-black-cat__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543498097,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/662383878516fbdab3549515d90db1334567e71cd901f260aa7d26ef0564bb2b.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom pumpkin skull Halloween doormat on porch,,custom pumpkin skull Halloween doormat on porch,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543530865,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/50354aa018383954dda382f089b5e2a85a4005e02523da693d3d7ffe8b3232cc.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,spooky pumpkin mat at open doorway,,spooky pumpkin mat at open doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543563633,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88b64941185c9d7d184faf0bbf0510c97bb058595b25fc6a57814bd6d31540dd.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,pumpkin skull Halloween mat by wooden door,,pumpkin skull Halloween mat by wooden door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543596401,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eb127a630fa3fe2a65b7fd7d6d9cdd32cea1de87814ba1e1b6704807f8601f86.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,non-skid rubber backing and thickness graphic for pumpkin skull mat,,non-skid rubber backing and thickness graphic for pumpkin skull mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543629169,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f098886b9b86eef82fc3101bcc6854983780e79b58dea251eefef7e679d2481a.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,size guide for custom pumpkin Halloween doormat,,size guide for custom pumpkin Halloween doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543661937,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/56a254d4fff3d6c00a5878c9081069bbdb3dc87968cc21bf9f14b0fafed83786.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,Halloween pumpkin skull mat on patterned entry floor,,Halloween pumpkin skull mat on patterned entry floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543694705,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2b4f4e676eeb4d28718b7c176081c786338afcb161ac2d46ba2e23ba4db5b57f.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom Halloween entry rug in indoor doorway,,custom Halloween entry rug in indoor doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543727473,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0d42c20fb9fb053ae1b64a2239ed057013019858b9e2dab10a92489e9e6badba.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,pumpkin skull doormat by white door,,pumpkin skull doormat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
