evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B022-211,chillgen.com,personalized-album-cover-rug-abb1eeca32,15919775449457,80920089624945,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/99e0a0872a60bea69ceeabd7825533def1661290da69318bec6c760fe4b131bb.jpg?v=1784523725,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,pink album cover music rug in bedroom,,pink album cover music rug in bedroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/personalized-album-cover-rug-abb1eeca32__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80869947277681,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fe8029d9d2e6a3d0a326dbee654ffc90aae2b61e2e8fb05f059615a700b01803.jpg?v=1784373386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,children using personalized road map rug,,children using personalized road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80869947310449,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/097867253c769ccabe1101d131983dab7f7509a5e6b21c108d5c8572b9f0104c.jpg?v=1784373392,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,machine washable visual for road map rug,,machine washable visual for road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80869947343217,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ddf18fde004d192cc7e1da81900058716cb03c2bfec0be02e9e27e61be07b5c4.jpg?v=1784373392,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,road map rug in playroom corner,,road map rug in playroom corner,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80869947375985,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ffaec8d5452ba1019f1bbadf244bbd243321279717193b48d5f4d9f308eec54e.jpg?v=1784373397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,material details for custom city rug,,material details for custom city rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80869947408753,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2c822fb3be6c21aa3e2dad6f1d4c693aeb209117487be9184dcc551ecc55f604.jpg?v=1784373398,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,road map rug in classroom aisle,,road map rug in classroom aisle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931509617,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d13ba2f6345d0b688cb71cecea9352d220ec8abd59c94ffcf900f19fe9bc8302.jpg?v=1784373402,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,personalized town road map rug overhead view,,personalized town road map rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931542385,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f468af827a05b37f666df5ca4db63fab2b3447ea19eb805653caed081b3f02b2.jpg?v=1784370967,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,size chart for town road map rug,,size chart for town road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931575153,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/507e0d835b39671683a28025e941a77586b828cc6a4896aec86a14c513e1f25e.jpg?v=1784370972,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,angled road map play rug room view,,angled road map play rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931607921,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9310b5f56f8100fc731ca6494d42a4290a7b9df051d5c039014587fc6b4e6a90.jpg?v=1784370972,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,group play on custom road map rug,,group play on custom road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931640689,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/18c7c57dee2fa5410a63b325b0c00e0555413d96b3eb1b19df3c4d3a522b90bc.jpg?v=1784370977,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,washable care visual for road map rug,,washable care visual for road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931673457,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/14e54d59365d74b91c164ba6b5ebfcbedbffd315e0d6c82b242c3ce8121291f0.jpg?v=1784370978,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,personalized city rug in reading room,,personalized city rug in reading room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931706225,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b7628f53748bd30a2e55104d62eb72bb84cb0d3f37ab6ef4acd59f00bfc1a8a0.jpg?v=1784370983,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,non-slip backing detail for road map mat,,non-slip backing detail for road map mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-212,chillgen.com,custom-road-map-door-mat-town-design-e3598e955a-e3598e955a,15912091287921,80878931738993,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5f103a32cf89ff802bdeb5b77d9672b1ac8d2ef5a92c3cb81b23ef4c6436e666.jpg?v=1784370983,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,road map rug in classroom floor layout,,road map rug in classroom floor layout,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-door-mat-town-design-e3598e955a-e3598e955a__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958517105,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/293521f77fb72f181f91c6b0a01e73ec8ac95a712f7522928569cf295983baa4.jpg?v=1784373316,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,alphabet road map play rug overhead view,,alphabet road map play rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958582641,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/52b1ffdec5ee89eea8673ccbdd7a2d4d917f5cb6287a86e1ec27f99767ed91db.jpg?v=1784373316,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,size guide for ABC road map rug,,size guide for ABC road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958615409,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/576a1fab9c3e2128c597dc8e94bb1e472f054f1a9214572ef4d7ce10c62591fd.jpg?v=1784373322,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,angled alphabet road play rug in room,,angled alphabet road play rug in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958648177,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e573bc5ddd083c8e9a17119c2352a2436af04e35d835f27256f8aa1162aa2a4b.jpg?v=1784373322,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,ABC road rug in classroom,,ABC road rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958680945,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4d148a233b9ec674ff5c5674d3a659816b781868703caf495b00d0363990f33f.jpg?v=1784373327,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,alphabet road map rug in playroom,,alphabet road map rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958713713,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/edf077d25eb21fa309e50b066174fc721387501ad93a6f390e10a91b0fa55965.jpg?v=1784373328,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,children using ABC road map rug,,children using ABC road map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958746481,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/99ef063d6a9b59f583431653dd4941f3c6cb7791c4e1fa1969a42049aeeff90d.jpg?v=1784373333,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,machine washable visual for alphabet rug,,machine washable visual for alphabet rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958779249,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d5bb7368208b6c54dd4563719d294cd9f6c95af8b1b78507dba1524ce89eda5f.jpg?v=1784373334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,material detail panel for ABC road rug,,material detail panel for ABC road rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B022-213,chillgen.com,custom-road-map-area-rug-8262be4ef1-8262be4ef1,15912093155697,80869958812017,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e893fc6bb34f788b8a0ee67d515a41f27fd7f3c633af0c2c5364c682e994f7cb.jpg?v=1784373339,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:23:24+07:00,alphabet road map rug in classroom aisle,,alphabet road map rug in classroom aisle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B022/custom-road-map-area-rug-8262be4ef1-8262be4ef1__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
