evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80869996364145,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85171ecb750251349a0a7217d8aa33edb4f5d516e1f126dadf8f44984dd3410e.jpg?v=1784382904,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Santa letter Christmas doormat by white door,,Santa letter Christmas doormat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920171889,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b73286a2d74a06fdc11a154aa74b8d48f9976b06a3792fe592e8a30bbb584325.jpg?v=1784378025,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Santa letter mat in holiday entryway,,Santa letter mat in holiday entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920204657,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e8b0ae604e60ccbbbcef369bb9e5c793d088ccfeccf9c895ad1c4345c2ac5b47.jpg?v=1784378026,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,personalized Christmas letter mat on rug,,personalized Christmas letter mat on rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920237425,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f76760d81400130d74a9bbc3cd801366878196eaf622c31bce702341ecd63c58.jpg?v=1784378030,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Santa letter mat overhead on wood floor,,Santa letter mat overhead on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920270193,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/10dd333608cb6cfe69aa2c41d6ec62f35061e4d5812bb54ed338ebaac6f370d2.jpg?v=1784378031,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,angled candy cane border doormat,,angled candy cane border doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920302961,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85c9bc7756de00ac06a0cadfba474cfd829f0bd50a90b2783fc0bc62692c7cc4.jpg?v=1784378036,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,holiday Santa doormat by dark wood door,,holiday Santa doormat by dark wood door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920335729,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6609aac8ee8cd7ededde800337a30ae53f7a03696bd11c06b24f18f4f514be8a.jpg?v=1784378036,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,rubber backing and thickness detail,,rubber backing and thickness detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80878920368497,GALLERY_PUBLIC_CDN,18,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/34fa98ceffd41a681cd2c3ddb31b613247719e9b19fc6212845a58dd814400ab.jpg?v=1784378043,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,letter to Santa Christmas doormat flat view,,letter to Santa Christmas doormat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_18.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862748529,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c1bed78905e9432ac1e7c8387c39e06e8f28084977728c3829a6365224668252.jpg?v=1784369630,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,kids read books classroom rug in playroom,,kids read books classroom rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862781297,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b6423fa9cfb94c367eadc1c361a41476b4eff1d5afc56f2815753fb913ad3b06.jpg?v=1784369630,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,read books rug flat product view,,read books rug flat product view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862814065,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f793b0e76356ab17fa9ac04f0ba38d29abf4681a35af67d641b5f50d76842601.jpg?v=1784369635,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,backing and surface detail for book rug,,backing and surface detail for book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862846833,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d3b9450171c764fe604ec21c520c6f982bdf9b081147114ab0f63cc22757af49.jpg?v=1784369635,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,microfiber cushion closeup for reading rug,,microfiber cushion closeup for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862879601,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8c5b6d8eae444d5c04ee9a65c95b518c24193ba78338a5d805081f629cf360a.jpg?v=1784369641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,book character rug design detail,,book character rug design detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862912369,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e5683b4c5dbc170024cf87d4f32b97737a24d8e871d2722aa97fd6910bb6fe7f.jpg?v=1784369641,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,read books rug in bright playroom,,read books rug in bright playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862945137,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/70244edd8ec4be03fff13f9ee4cfcc17acb9895257ad5a418c279cc2c4156185.jpg?v=1784369646,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,teacher reading with children on rug,,teacher reading with children on rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877862977905,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/49f7cc28786a77b6197c55db66e897fcfddf5c872daea4aaa0edbe577f20d54b.jpg?v=1784369646,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,classroom library rug room mockup,,classroom library rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-232,chillgen.com,custom-kids-read-book-rug-classroom-library-eaedf8485b,15913270182257,80877863010673,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c0c9fdd10d85a63d27163f50206e9457a17d125913a543d9ae04070dbdc9daac.jpg?v=1784369652,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,anti-slip backing panel for reading rug,,anti-slip backing panel for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-kids-read-book-rug-classroom-library-eaedf8485b__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877882999153,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1451b3a62fbeb503e93a265060bed26beba12f0859b9272664df771c74af2561.jpg?v=1784365160,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,colorful reading corner rug in classroom,,colorful reading corner rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883031921,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7a8c4ae2a8429a2e38b35a2423bcb951e9f1ee8ebd1cb08b3c7486ccd581867e.jpg?v=1784365164,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reading rug size options chart,,reading rug size options chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883064689,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94ebce60d93e6d48be5b435de9bd28c4e8084b9e7159765b0d2d72d51c0416fb.jpg?v=1784365166,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,children sitting on colorful reading rug,,children sitting on colorful reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883097457,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4315b67b28f97b1c35d640a0effcd3ba7bb084e40f19dfa7c462822f6ebc105c.jpg?v=1784365170,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reading corner rug in library nook,,reading corner rug in library nook,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883130225,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/99d5567357b7afdd168fc898ee4628f540afa5e960fa653cfc0b1c514434be01.jpg?v=1784365171,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,paper airplane reading rug flat view,,paper airplane reading rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
