evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878192918897,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af540a27df3dd960a309185033acd8f2198fe183a6f33020da12106ec68af4ed.jpg?v=1784368998,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Mindset Matters classroom rug by sofa,,Mindset Matters classroom rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584660337,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8d843bbcc41accd66ded1bfbf2ca03e7b9f580fa7c1e277febf44b4f1e09e56_2f425556-8732-44f5-a01b-dc46c95f1fb5.jpg?v=1784369027,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,growth mindset rug flat product view,,growth mindset rug flat product view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584693105,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/530c8935005247d29f6f596762d2b4480572ac088f913c8783950822ead9e66d_3467e839-e9f1-46c3-bf4a-694e481bef58.jpg?v=1784369030,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,mindset rug playroom scene,,mindset rug playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584725873,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a92469e885f759421d52625ca2f4c95e478942f1782e5e91c274475a51507d92_7be7d9a7-b2f2-4938-9b0f-939362034e1f.jpg?v=1784369033,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,teacher reading with kids on classroom rug,,teacher reading with kids on classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584758641,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ac215dbe4729cfbf5535f0cb809f469536c538167bb72a24fa7bfbce7707bbba_98ebfd1c-a882-44e0-9224-6119fae483c4.jpg?v=1784369035,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,children sitting on Mindset Matters rug,,children sitting on Mindset Matters rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584791409,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f0af4b4b89a80765c52c8608e7854d7439ebccd4111dbf9dba90155757057987_adb3aafb-cf8a-4eda-aabd-523fcf9a6d88.jpg?v=1784369038,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,learning pattern detail for mindset rug,,learning pattern detail for mindset rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584824177,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f6791662264879487a9f9451c87f4300d4928dd48d00c82a2d39e529407f95fa_b4c5f765-db89-4d8d-ba15-11aafb3466cf.jpg?v=1784369040,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,size options for Mindset Matters rug,,size options for Mindset Matters rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878584856945,GALLERY_PUBLIC_CDN,18,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f79fe70f2937896500fb3ef115b2d3d3f29c1ef52367d81778b27c218cb549de_db536e26-9476-4b0e-9a38-c3c6521e1739.jpg?v=1784369043,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,soft surface closeup for mindset rug,,soft surface closeup for mindset rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_18.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878194950513,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2ed5c2ac49c73149c0cf80e3cd786b087eebfe1937aec2c387e3695a6654316.jpg?v=1784368950,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Change Your Words classroom rug by sofa,,Change Your Words classroom rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878194983281,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2359f8f3f90cdb86b4039293aa4bd3768c09077d51c170872acab1a40504dea9.jpg?v=1784368954,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,mindset phrase rug classroom angle,,mindset phrase rug classroom angle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195016049,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4d11897166af42614950a39cba5e2070274563e935f2696f23aa15d9b4228d24.jpg?v=1784368956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Change Your Words rug playroom view,,Change Your Words rug playroom view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195048817,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ba42ef6ea82fd7d7c088b01d0ca0e4b1bdd78a68ea4502b0a7c0bdf94c3a00e4.jpg?v=1784368959,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,personalized mindset rug overhead,,personalized mindset rug overhead,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195081585,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/499eed98601741d8faebe4dfd10125b06dcead64cb135a9395917bf8d61ee4d1.jpg?v=1784368961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,teacher reading on Change Your Words rug,,teacher reading on Change Your Words rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195114353,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3c448a4bb00b5f3cb861197f058867b392c7192f283bb02fff4966d48ab0af3.jpg?v=1784368964,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,children gathered on mindset phrase rug,,children gathered on mindset phrase rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195147121,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2462b28def4f3a75482b300cbc635387fd9b7720e4c779870937ef75ea6ab397.jpg?v=1784368967,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Change Your Words rug detail panel,,Change Your Words rug detail panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195179889,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af8d63017cb62a8d8b0d7cfdd493f2e86d9f0c8a5d075d781c26f496065b5d56.jpg?v=1784368969,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,mindset rug size chart,,mindset rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878195212657,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d856034c2524f7875ea9794ee7379a272f74fa644a6c79f461632d5b0920cd61.jpg?v=1784368972,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,microfiber cushion closeup for quote rug,,microfiber cushion closeup for quote rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583153009,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2ed5c2ac49c73149c0cf80e3cd786b087eebfe1937aec2c387e3695a6654316_e7ecf25c-2704-4734-943e-e089521af157.jpg?v=1784368975,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Change Your Words rug room mockup,,Change Your Words rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583185777,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2359f8f3f90cdb86b4039293aa4bd3768c09077d51c170872acab1a40504dea9_fb3f536b-c96e-4d09-8d53-8c8106210826.jpg?v=1784368977,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,personalized classroom quote rug angle,,personalized classroom quote rug angle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583218545,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4d11897166af42614950a39cba5e2070274563e935f2696f23aa15d9b4228d24_d4bb3c30-547f-4334-a678-7aac43479e65.jpg?v=1784368980,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,mindset phrase rug playroom scene,,mindset phrase rug playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583251313,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ba42ef6ea82fd7d7c088b01d0ca0e4b1bdd78a68ea4502b0a7c0bdf94c3a00e4_11b3dc9a-7dad-4e86-80a1-5540e9bb8708.jpg?v=1784368982,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Change Your Words rug flat view,,Change Your Words rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583284081,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/499eed98601741d8faebe4dfd10125b06dcead64cb135a9395917bf8d61ee4d1_720b5f9a-dca8-4826-829f-313394d456fb.jpg?v=1784368985,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,teacher reading with kids on quote rug,,teacher reading with kids on quote rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
