evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B030-291,chillgen.com,custom-running-horse-welcome-mat-2e0754fd8e-2e0754fd8e,15913419342193,80879097217393,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aafb52fe5afe28805411dfc95ae566e304fd788ee851bcd01c53cc8590d3fae3.jpg?v=1784377175,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,charcoal running horse rug by sofa,,charcoal running horse rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-2e0754fd8e-2e0754fd8e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-292,chillgen.com,custom-running-horse-welcome-mat-f114a916e7-f114a916e7,15913419407729,80879097938289,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9889a088103854adbe458c1fba6ccf0b74a2a8c16c3a62580ee69c8a368b1aa6.jpg?v=1784377160,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,anti-slip backing detail for horse rug,,anti-slip backing detail for horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-f114a916e7-f114a916e7__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-292,chillgen.com,custom-running-horse-welcome-mat-f114a916e7-f114a916e7,15913419407729,80879097971057,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/04f0c2c9f78a5e98c584c66bda28833460d500aaa5543d2c76db8e57f17627e0.jpg?v=1784377165,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,running horses rug by fireplace,,running horses rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-f114a916e7-f114a916e7__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-292,chillgen.com,custom-running-horse-welcome-mat-f114a916e7-f114a916e7,15913419407729,80879098003825,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9cdd7ee61386dc531c6bed75eccdffb6e14888e04a773e555d05def1af05537d.jpg?v=1784377165,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse herd rug in living room,,horse herd rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-f114a916e7-f114a916e7__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-292,chillgen.com,custom-running-horse-welcome-mat-f114a916e7-f114a916e7,15913419407729,80879098036593,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7562c61cda8568fa3267c7d8514f6c0414961072df160b509f1a3a8f96467eb0.jpg?v=1784377170,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,western running horses rug room view,,western running horses rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-f114a916e7-f114a916e7__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-292,chillgen.com,custom-running-horse-welcome-mat-f114a916e7-f114a916e7,15913419407729,80879098069361,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa048fff512e65171fc01251c557482152e8492c84fbfe25221879147f020464.jpg?v=1784377170,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse herd rug quiet fireside scene,,horse herd rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-f114a916e7-f114a916e7__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098429809,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7a3e3db20620d92cd4a80f28c6693a35c68c7fd1d6f7e0285321af48f179c973.jpg?v=1784377133,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,dark horse eye rug by sofa,,dark horse eye rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098462577,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/412a696b7e52acd5847ff0552e9ab4dfb926d84a60732850bf303a0a6b54bc9d.jpg?v=1784377134,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse eye rug size chart,,horse eye rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098495345,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fb6c151b1fec2d4312927abc1dbb739a449ef765dc24d28f0ab49f23843088c1.jpg?v=1784377139,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,microfiber cushion closeup for horse eye rug,,microfiber cushion closeup for horse eye rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098528113,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6e854f11dae28d38e1dbaa923e893179eeed837176cab06800964892b864f5e8.jpg?v=1784377139,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,anti-slip backing detail for dark horse rug,,anti-slip backing detail for dark horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098560881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5e32f55d0dfa33f598a5be977c392b18f6427c32765466065c368e8980b200ad.jpg?v=1784377144,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse eye rug by fireplace,,horse eye rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098593649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/69f0d8e0e3211afe4766694c0206dc9917fc7c8e9d2922704d3252ff212abd7b.jpg?v=1784377144,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,dark equestrian rug in living room,,dark equestrian rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098626417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ade1bcbea047b72fed8c5d2c6434bd9bee3fdca1ed651801cc3377ef660a06c0.jpg?v=1784377149,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,close up horse eye rug room view,,close up horse eye rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-293,chillgen.com,custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa,15913419506033,80879098659185,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1de93f416a28636c46a641df992f21be483eebef82840569be8e0ed8940e922e.jpg?v=1784377149,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse eye rug quiet fireside scene,,horse eye rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-a4c32dbbfa-a4c32dbbfa__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098757489,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c749c7e5792a012fdaf4b331495ae097de7ae168dec574687aaa9571cb293b77.jpg?v=1784377112,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,black white horse rug by sofa,,black white horse rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098790257,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b808a2e980ed1101e95c20325cf5b325a7a09805f774fc8212249a0166303859.jpg?v=1784377113,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,two horse rug size chart,,two horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098823025,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f0abff2fbfa9b5bbd527aeb8c583784a2528efdeb4fef79c5df99b34ffdcd757.jpg?v=1784377117,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,microfiber cushion closeup for horse rug,,microfiber cushion closeup for horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098855793,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/14760c7fd2c74b593e3689a5f04493123fee9a4a54ffd1f6ec170bab011a3dfd.jpg?v=1784377118,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,anti-slip backing detail for black white rug,,anti-slip backing detail for black white rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098888561,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/12a9389019232924ebb3f2a88425a785dc304b09b63c72b903956f28c4fd3495.jpg?v=1784377123,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,two horse rug by fireplace,,two horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098921329,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e8218034e8d57bbaa84148e4fcbde9acadc512f47c5cf206b942224c17930ffd.jpg?v=1784377123,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,black white horse rug in living room,,black white horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098954097,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9cc35daed21c6523a737c5461798d573f793c88e4c1311ad1840685f334d19c0.jpg?v=1784377128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,paired horse rug room view,,paired horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-294,chillgen.com,custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd,15913419669873,80879098986865,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3340b1cca53f4c5487bf2b000a4f56560a394ae91c89ad7ed037545bed333403.jpg?v=1784377128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,black white horse rug quiet fireside scene,,black white horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-2f0ce836fd-2f0ce836fd__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
