evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B011-101,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-welcome-mat,15969302446449,81244361294193,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0252c420e77969b7773c7184f197dfd51697a86b07e0c928cd2d698e788945e2.jpg?v=1786646330,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,personalized classroom affirmation welcome rug in classroom,,personalized classroom affirmation welcome rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-welcome-mat__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362473841,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eb056b5c168331b02d7ba2dd37295f5dec23f70fa78ab8d154ae3a712303935b.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,close view of it's okay rug with sea animals,,close view of it's okay rug with sea animals,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362506609,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2d9ca82e1f4d4179c95ca2a9336940714a63aa29cfbf95ff2692bfbf877727d2.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,teacher-name reassurance rug beside desks,,teacher-name reassurance rug beside desks,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362539377,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6d39f3949bd5918468ca430b5ea893585b09af5a560018eb89bceb7a5c7153a8.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,custom it's okay rug in home classroom,,custom it's okay rug in home classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362572145,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9410527b3dfa1da2a2de30997a57e7d8a95902dda718f80863ddc064572336f5.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,teacher with students on ocean SEL rug,,teacher with students on ocean SEL rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362604913,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/de9e0fdfb519e7687488515f86d3c5ddf5c4232474b5f89f499133d3bece4e16.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,large classroom scene with it's okay rug,,large classroom scene with it's okay rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362637681,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4f0a25ebbf2422eea0d9f2b75f800becc99a4a2a7ac853c19136770b48e97430.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,machine washable vacuum cleaner graphic for SEL rug,,machine washable vacuum cleaner graphic for SEL rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-102,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-100,15969302511985,81244362670449,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/032258c597a75361328a7124e03c9e9dfd5eebae33411101f92fa3f62b5353a7.jpg?v=1786646344,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,material and non-slip backing detail for ocean classroom rug,,material and non-slip backing detail for ocean classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-100__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363719025,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa2c25fa7fd6d32ffde5d67b118b8d600edcc64ef61048fc5bf279ca3c90dddf.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,neon teacher classroom welcome rug in classroom,,neon teacher classroom welcome rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363751793,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f419c0f958a6969cd002d131ef064952ad74456e53073f16ea9cb051ea4159ce.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,size chart for personalized neon classroom rug,,size chart for personalized neon classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363784561,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a03a1cddd33c782b6cfdb83e49fe0550c4a529d88d403e670a774880b174c194.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,close angled view of neon school icon rug,,close angled view of neon school icon rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363817329,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/199e8debf4295e4bc522a9f098d12141436786e5f6320dff0075534c7ce57067.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,custom neon teacher rug beside desks,,custom neon teacher rug beside desks,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363850097,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af6f477be7ffb2942251df3fe63f21be58212646865ca5897f988acd125ca8bb.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,neon classroom rug in home classroom scene,,neon classroom rug in home classroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363882865,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4d41595e57ab0f1e40390756fc14495e9d1e01b68309c6dbb415f1a92312f64e.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,teacher with students on neon classroom rug,,teacher with students on neon classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363915633,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/314c6073c4933db1e17778968cde634b03a13432b9339e4a5d9fb7892087c92b.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,large classroom mockup of neon welcome rug,,large classroom mockup of neon welcome rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363948401,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/54e23838b30410e1e092776c57300a2d7f8a07eb09c22d2848ad0a980043971a.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,machine washable vacuum cleaner graphic for neon rug,,machine washable vacuum cleaner graphic for neon rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-103,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-101,15969302577521,81244363981169,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eaa203c6d7dc054eea875fe1cb6ff9fc9ce73fa08d2feae61f52da9dab24948e.jpg?v=1786646357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,material and backing detail for neon classroom rug,,material and backing detail for neon classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-101__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-104,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-102,15969302675825,81244365717873,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d3544c2fd19c586d04d6bb90248307fe7f1081604df0b48d2fd22951c3f87b41.jpg?v=1786646375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,pastel teacher kindness rug in classroom,,pastel teacher kindness rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-102__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-104,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-102,15969302675825,81244365750641,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e347ea6a9bf8af7315015bcc43d786aaca85725063938c6f65a6f37a11ed0c1a.jpg?v=1786646376,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,size graphic for pastel classroom rug,,size graphic for pastel classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-102__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-104,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-102,15969302675825,81244365783409,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/148fd5de2368656a1983fe359a0cb69f7cb7985e48c535ede290e8042b3e0cf2.jpg?v=1786646375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,pastel kindness rug in classroom with storage cubbies,,pastel kindness rug in classroom with storage cubbies,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-102__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-104,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-102,15969302675825,81244365816177,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/33a0bf0462a13ad32aa9ba40d1d7775f5a7bd852be209916982eaf6270976ecd.jpg?v=1786646375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,overhead view of custom teacher kindness rug,,overhead view of custom teacher kindness rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-102__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B011-104,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-102,15969302675825,81244365848945,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/216aa4121a55479b27667ea68db854fdb2b2b87ed21525537396119c2bfe2ec6.jpg?v=1786646375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:35:56+07:00,pastel classroom rug in playroom scene,,pastel classroom rug in playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B011/personalized-teacher-classroom-rug-custom-back-to-school-design-102__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
