evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B044-431,chillgen.com,custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130,15913338995057,80878441824625,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa0cdc2173827fc055be2248d3cf43f55058560154e5cfa0f1fa36225486272f.jpg?v=1784376339,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Red octopus shaped rug on dark wood floor with wood plank frame art,,Red octopus shaped rug on dark wood floor with wood plank frame art,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-431,chillgen.com,custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130,15913338995057,80878447919473,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0ce40e27f1a0d08083c07e5d14600317f6346d65e246b246eb57463f69b7aa96_a041e441-cc48-41f0-9fd4-baa128370bdb.jpg?v=1784376369,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Repeated bright living room view of red octopus rug,,Repeated bright living room view of red octopus rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-431,chillgen.com,custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130,15913338995057,80878447952241,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1df28a1ca392570f9aaf585de24d868f4b2f2e1f853a1ab5ac8f909d0bd9b550_c5538e4c-6035-452d-a9b6-719ca0190f60.jpg?v=1784376371,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Repeated layer construction graphic for octopus rug,,Repeated layer construction graphic for octopus rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-431,chillgen.com,custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130,15913338995057,80878447985009,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6518d45005f5ab2118c58d77a028e66a1a555f0d49fd5760fa8f81c169dcb301_46d7b5a9-c958-470b-96bf-3915b29085ed.jpg?v=1784376375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Repeated size chart for red octopus shaped rug,,Repeated size chart for red octopus shaped rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-octopus-shaped-area-rug-0acb5a8130-0acb5a8130__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881360753,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/44b08834a875555ac8a996e3b34040cc352261e0aea8e2dc5635525efdae698c.jpg?v=1784369451,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Black bookshelf classroom library rug in playroom setting,,Black bookshelf classroom library rug in playroom setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881393521,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4de816256325e6d7b31d5cbe046ba7509460874c77cd309d7cde73e553e603cb.jpg?v=1784369453,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Size chart for Today a Reader Tomorrow a Leader rug,,Size chart for Today a Reader Tomorrow a Leader rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881426289,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d1b82d919b7c975958f1a2718a85b84de270012798c416f0442271a0a1b0de46.jpg?v=1784369457,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Top view of bookshelf reading rug with teacher name,,Top view of bookshelf reading rug with teacher name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881459057,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2796fc6a25dba88636c16c9b44699f6d683add1952b313228490a3c9703f798.jpg?v=1784369459,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Classroom mockup with bookshelf library rug,,Classroom mockup with bookshelf library rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881491825,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa3e9b93ef415f62f99a6fb3d30788c4f1eb27082328c47eec2bd9ded1fa0811.jpg?v=1784369462,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Material details graphic showing non-slip backing and reinforced edges,,Material details graphic showing non-slip backing and reinforced edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881524593,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/366cc1984030e0b0d826758a0a6e83b991cad7f2b3275f0e1f118c0b288ed001.jpg?v=1784369464,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Children gathered around bookshelf classroom rug,,Children gathered around bookshelf classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881557361,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/465c99b653476646b4ab3ea7fa9939e20b1c564faf6e862a9f1cfe6fcae6505f.jpg?v=1784369468,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Children reading near bookshelf rug detail,,Children reading near bookshelf rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-432,chillgen.com,custom-classroom-library-reading-rug-dfdbf660e0,15913271427441,80877881590129,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0661f04dbcc25d489994286f3b7ede118dad843ebd10f72c7cf15c39c8ba431e.jpg?v=1784369470,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Feature graphic showing learning pattern thickness and bound edges,,Feature graphic showing learning pattern thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-classroom-library-reading-rug-dfdbf660e0__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882409329,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94c89005ca5e9681ba66484a8e99ea25996f9913475707322e6479acc4259fa6.jpg?v=1784369429,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Reading Gives You Wings rug shown by sofa,,Reading Gives You Wings rug shown by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882442097,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f12f934bb3624eb02838f5fbbb48f669e566bf0454102b4eca984b7a6a07b449.jpg?v=1784369432,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Top view of rainbow butterfly reading rug,,Top view of rainbow butterfly reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882474865,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2ea7efb2ac4c8e8ca8b5fd13fe2cda3abcc61708b032d1baab19b7defa3af09e.jpg?v=1784369435,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Playroom mockup with black Reading Gives You Wings rug,,Playroom mockup with black Reading Gives You Wings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882507633,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73af5bd8d41ac6414d3998b7ca7c0cc3a2c064a05cdd8ba3d966d3b109edebfc.jpg?v=1784369437,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Feature graphic showing thickness and learning pattern details,,Feature graphic showing thickness and learning pattern details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882540401,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f9ed089fe8166080fcf04561bad82c1623263a63bf23e2a9273660f9a110ee7.jpg?v=1784369440,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Children gathered near Reading Gives You Wings rug detail,,Children gathered near Reading Gives You Wings rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882573169,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/510ff8b87e6ecfe1c0aba732d69050cbafcc9b537ca15e4fb11613abd2067a0a.jpg?v=1784369442,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Teacher and children sitting on reading wings rug,,Teacher and children sitting on reading wings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882605937,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1f451d9b37190fa9cf9bb15ed6f2de1c73b96230e8b8a2197e9b46055d33f736.jpg?v=1784369445,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Isolated black reading rug with rainbow butterflies,,Isolated black reading rug with rainbow butterflies,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B044-433,chillgen.com,custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d,15913271624049,80877882638705,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ca21eee2b487dfc16f970e718ddc6907794eaf129159220894b69b37d917cf96.jpg?v=1784369448,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:05:15+07:00,Classroom mockup with Reading Gives You Wings rug,,Classroom mockup with Reading Gives You Wings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B044/custom-reading-classroom-library-rug-29b9f9b43d-29b9f9b43d__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
