evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B047-461,chillgen.com,custom-golf-area-rug-living-room-mat-51b65f4454,15913196716401,80877030343025,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5484b389573fcc067ec0bbb65a8e2f7aa093c9f0bea9092193c3e1767606ff5_d6db830c-6143-47b3-a788-5d178d68b384.jpg?v=1784386714,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Patriotic golf flag rug shown beside sofa,,Patriotic golf flag rug shown beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-mat-51b65f4454__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-462,chillgen.com,custom-golf-area-rug-living-room-mat-f6f3c16862,15913197142385,80877033718129,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94b8580e965a8f446dc1b47508fe9e7cb08553f89feea9ee76ebfadece215d28.jpg?v=1784386704,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Bright living room mockup with Alex golf rug,,Bright living room mockup with Alex golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-mat-f6f3c16862__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-462,chillgen.com,custom-golf-area-rug-living-room-mat-f6f3c16862,15913197142385,80877033750897,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5b166a31251eb4d777421bd27f7cc57a1b2d734a7ecc810eaea0dcda33e8f1a5.jpg?v=1784386709,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Person sitting near fireplace with custom golf rug,,Person sitting near fireplace with custom golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-mat-f6f3c16862__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-462,chillgen.com,custom-golf-area-rug-living-room-mat-f6f3c16862,15913197142385,80877033783665,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/542f4a21ea9b35891d7b88dcb27f5122354700cdef30190ccd33473556c8387f.jpg?v=1784386710,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Sofa room mockup with personalized golf course rug,,Sofa room mockup with personalized golf course rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-mat-f6f3c16862__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034766705,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/849ccc066c4d402517e1f821d198169d464d979b2e8af3c9fe760474e1fe4a85.jpg?v=1784386671,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Golf room mockup with The William Golf Club rug,,Golf room mockup with The William Golf Club rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034799473,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0d357329fef175d568676d1d6d120d408aab2c03dfb1b92bc1264d6ecc448271.jpg?v=1784386672,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Patio room mockup with minimalist family name golf rug,,Patio room mockup with minimalist family name golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034832241,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/48779443af139e8f9324c5088a7ad82330af20031ee537a1a3c3245be002af53.jpg?v=1784386677,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Sofa room mockup with white golf club rug,,Sofa room mockup with white golf club rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034865009,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cb14b8c85df0054a5581ed6cac84f461171fe991d7af31800e32a933119f2ab3.jpg?v=1784386677,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Size chart for custom golf club rug,,Size chart for custom golf club rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034897777,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5c57706db10413544c8fdb765414c5c3fcc8032dd8d26aa3268fe79f4b35a09.jpg?v=1784386682,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Close-up of white microfiber surface and black border,,Close-up of white microfiber surface and black border,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034930545,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/302a25891dbf01fbedfe216589e4ff02c7d5cdc7a1c9812d67f8b3502815d704.jpg?v=1784386683,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Backing and material infographic for golf club rug,,Backing and material infographic for golf club rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034963313,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2cf4e94b7b36e60e553ab67d2945d34ac72e47a29d23a0e8e81ec6074bc18cc7.jpg?v=1784386687,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Bright living room mockup with white golf rug,,Bright living room mockup with white golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-463,chillgen.com,custom-golf-area-rug-fd79165e9f-fd79165e9f,15913197371761,80877034996081,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f382d649e64bf0ae3e447ba2f8244f51f51b436ddd7220250ec80a6d75632f72.jpg?v=1784386688,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Person near fireplace with custom golf club rug,,Person near fireplace with custom golf club rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-fd79165e9f-fd79165e9f__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037027697,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/70f476b5765b527ea9d740065728b847b06062b86592173e4dbd0d887e63c807.jpg?v=1784386650,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Green Steven's 19th Hole golf lover rug in patio room,,Green Steven's 19th Hole golf lover rug in patio room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037060465,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/24be06ab9272cc568be0a219c6768698d614afb76a377255751b289a864f8ed8.jpg?v=1784386650,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Golf room mockup with 19th Hole clubhouse rug,,Golf room mockup with 19th Hole clubhouse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037093233,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9d461f272a6904906cc6e2d9afa3f3d4fdc7b4fdf0444d8823bc41aa6431b0cd.jpg?v=1784386655,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Size chart for Steven's 19th Hole golf rug,,Size chart for Steven's 19th Hole golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037126001,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6d8830596c482166109eb7cfa90e8d07418114427f3c4dfa0e3488dbfd4f6739.jpg?v=1784386655,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Backing and material infographic for green golf rug,,Backing and material infographic for green golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037158769,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4859ba577ebac28fb095a7ea27863c11cb40b927d7082c8b6ed54cf284d65919.jpg?v=1784386661,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Close-up of green microfiber golf surface,,Close-up of green microfiber golf surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037191537,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cd8ff82244092018b54cbe3291afa163bcc7a655d066e1ee855f2ed58474eccb.jpg?v=1784386661,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Bright living room mockup with golf lover rug,,Bright living room mockup with golf lover rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037224305,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/84ea1df4049477bdd51f9a424407f38251ca02a62036b24cf4eeb26dbad0243e.jpg?v=1784386666,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Person sitting near fireplace with 19th Hole rug,,Person sitting near fireplace with 19th Hole rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-464,chillgen.com,custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8,15913197633905,80877037257073,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b0f33c866b354782559eccb29ed2eb0e61e35252b008b45263a6557bdd5894b2.jpg?v=1784386666,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Sofa room mockup with Steven's golf lover rug,,Sofa room mockup with Steven's golf lover rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-decor-d120c386b8-d120c386b8__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430604145,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ea629cce8b33cfdc366c4affc5efbd771ddd53ceb8c7741598d1bc63c2036185.jpg?v=1784369855,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Black MATH acronym classroom rug with Anna's Classroom name,,Black MATH acronym classroom rug with Anna's Classroom name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
