evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,80879040070001,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ef9e0b2e7b9e2630a3486167aee563629a862db5ec5145fdec94eeda55c6f59c.jpg?v=1784368315,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,safe space classroom rug with colorful hearts,,safe space classroom rug with colorful hearts,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,81245242786161,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a2ade06add0371bcbbb1faedd32d3c413fb34e493c83d6681fc5d77187d7d98f.jpg?v=1786649962,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,safe space classroom rug angle view with cubbies,,safe space classroom rug angle view with cubbies,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,81245242818929,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/29fb152bc0b2edd40042b9b7594a60e991021d5c10d8fe6f357627752eda5daa.jpg?v=1786649962,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,personalized safe space rug detail graphic,,personalized safe space rug detail graphic,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,81245242851697,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e73c3ff066c636c502c13aee833f3fc695360e40575c14f18dfc1d35673e840b.jpg?v=1786649962,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,child using safe space classroom rug,,child using safe space classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,81245242884465,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/956426b7fec3b53f341cd045d9faea0507cf88158f838385f5115a7bb15b68b2.jpg?v=1786649963,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,children group photo on safe space rug,,children group photo on safe space rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,81245242917233,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8ac5f6ced7e621ddb0e45263e56bd0b1ee6477421891f3df34fb2d9571283860.jpg?v=1786649962,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,teacher and students around safe space classroom rug,,teacher and students around safe space classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-091,chillgen.com,personalized-calming-corner-rug-for-classroom-custom-tea-design-103,15913411412337,81245242950001,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/309d1615ad75159266ad58cbe533edf83e2658deabb1eb31457c98a6250db76c.jpg?v=1786649962,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,front product image of safe space classroom rug,,front product image of safe space classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-calming-corner-rug-for-classroom-custom-tea-design-103__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026438001,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/efd9f94fa3cf458d2471f28818758771d6bae189dac5620af4997ede1ae87bc1.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,coping tools classroom rug with monster characters,,coping tools classroom rug with monster characters,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026470769,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2e463f04f266adad2282fd592340fac296506120d607bdb1605eafd76ffff638.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,size chart for personalized coping tools rug,,size chart for personalized coping tools rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026503537,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bc1412bf54a7dc84bd041f683006547e5a4de55b2670fa520426f5f530ec3936.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,coping skills rug in classroom reading area,,coping skills rug in classroom reading area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026536305,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eac98d8030c1e158286fd970dad9bc33d111c318630c3be9ebe3b5f97c898162.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,front product image of teacher coping tools rug,,front product image of teacher coping tools rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026569073,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bac041c9bd571dc451c62ab390d710dfd7a99b6aa81bbbdd053b495fdd5bcea8.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,coping tools rug in large classroom mockup,,coping tools rug in large classroom mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026601841,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fd06c75a1fa0ad5bbbde036423bb593fbbf23cf62743cc8305a03c861640d456.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,custom teacher coping tools rug in home classroom,,custom teacher coping tools rug in home classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026634609,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/431db4eaa94a4fbe8a6ecf61f18e809ddf341f067ee57908cc931914ce569487.jpg?v=1786644639,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,teacher with students on coping tools rug,,teacher with students on coping tools rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026667377,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6b2403a9e844dad7b08822341fc59b4fdfe2d42b70d01b4718e781371a0f8399.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,machine washable vacuum cleaner graphic for coping tools rug,,machine washable vacuum cleaner graphic for coping tools rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-092,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-03,15969296777585,81244026700145,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c069674f38fa728daeec1f526c5521b99524e963a9eb67084d39bb1435a89b9c.jpg?v=1786644638,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,material and non-slip backing detail for coping tools rug,,material and non-slip backing detail for coping tools rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-03__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-093,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-02,15969297170801,81244027519345,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a1972e66d8c67a4c43e76e3fbcf74c00d6d1cd24415875ede6d463cfc079ebf8.jpg?v=1786644676,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,little dinos big dreams teacher classroom rug,,little dinos big dreams teacher classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-02__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-093,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-02,15969297170801,81244027552113,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/371d3ba13f44fca9c5b1e9627fa11cdd0872187413d7f4172adfa398ef933086.jpg?v=1786644676,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,size chart for personalized dinosaur classroom rug,,size chart for personalized dinosaur classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-02__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-093,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-02,15969297170801,81244027584881,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3d40005e8d1b1a99e20312dd88f82d86922b606af20660b6679ac16452c5c332.jpg?v=1786644676,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,front product image of dinosaur affirmation rug,,front product image of dinosaur affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-02__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-093,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-02,15969297170801,81244027617649,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9009e3ffaa937858b06750edaf0261df8615247ad7ac6b37be2948bfa99c5a4a.jpg?v=1786644676,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,dinosaur classroom rug in reading area,,dinosaur classroom rug in reading area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-02__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-093,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-02,15969297170801,81244027650417,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/31b2f4198945c0fe741f4e3271215537c626cbedc3195745d930169f0126171c.jpg?v=1786644676,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,teacher with students on dinosaur affirmation rug,,teacher with students on dinosaur affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-02__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B010-093,chillgen.com,personalized-teachers-classroom-rug-custom-teacher-name-c-design-02,15969297170801,81244027683185,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/776bb587992674451312c594f08a1c2a0b2cd509ddac9b3bfe5765bd6cd1f1a3.jpg?v=1786644676,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:31:42+07:00,custom dinosaur classroom rug in home classroom,,custom dinosaur classroom rug in home classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B010/personalized-teachers-classroom-rug-custom-teacher-name-c-design-02__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
