evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B036-351,chillgen.com,custom-road-map-area-rug-81bfb9cda4-81bfb9cda4,15913398206833,80878938128753,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2beea6d0af4ebc9c93a5ad8c637343552f157167b967c394a1f28229cbda239e.jpg?v=1784368426,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,custom kids road map rug in classroom,,custom kids road map rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-road-map-area-rug-81bfb9cda4-81bfb9cda4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-352,chillgen.com,custom-galaxy-wolves-rug-boy-room-bedroom-167aea55b4,15913364226417,80878704722289,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/31f82a3a606183f237ed63da029546267a740df00b7f2612a696cd9ac6e16106.jpg?v=1784383436,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf forest rug under sectional sofa,,wolf forest rug under sectional sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-bedroom-167aea55b4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-352,chillgen.com,custom-galaxy-wolves-rug-boy-room-bedroom-167aea55b4,15913364226417,80878704755057,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9dbf77d4cb70b3028a54f480b4098c713af4a16ec323a3e22ea726a56f45db31.jpg?v=1784383436,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,foggy forest wolf rug under desk,,foggy forest wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-bedroom-167aea55b4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-353,chillgen.com,galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7,15913364357489,80878705475953,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6b0f32426b71b875f04bcec65c72c56904a70cf6d99480b0ecdb1d15a4bca724.jpg?v=1784383414,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,blue moon wolf lake rug beside sofa,,blue moon wolf lake rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-353,chillgen.com,galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7,15913364357489,80878705508721,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/41f1c81cbd6a8df1490f5e17cb4148903627f2c198eb4967b1ead3daa715c6c0.jpg?v=1784383414,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,moonlit wolf rug on wood floor,,moonlit wolf rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-353,chillgen.com,galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7,15913364357489,80878705541489,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ea32ccff5492b9ec0a3bce6f895b91478e99db8bc91f9590ff1de735fcfcdaf7.jpg?v=1784383419,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf lake rug in living room,,wolf lake rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-353,chillgen.com,galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7,15913364357489,80878705574257,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/51039bfd938d668929ddcfd6f8d38a15c483073173ba0bd94a3bbf1332e90b4d.jpg?v=1784383419,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,blue wolf rug under sectional,,blue wolf rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-353,chillgen.com,galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7,15913364357489,80878705607025,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8f793eaa8fcb696c1c462396ea112663ed71702d60df8f62b46026cdecad3729.jpg?v=1784383425,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,moon wolf rug under desk,,moon wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wild-wolf-print-area-rug-c951e785f7-c951e785f7__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-354,chillgen.com,custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217,15913364390257,80878705869169,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ef769d5aa57b876fed93c86c4ecab97e46b1eedb0987de38dbd6329eb413fe03.jpg?v=1784383397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,tribal medallion wolf rug beside sofa,,tribal medallion wolf rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-354,chillgen.com,custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217,15913364390257,80878705901937,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d378f5830701d98407d48442bdbbaca3be082982952ffe79e2d383725b95edd8.jpg?v=1784383403,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,ornate wolf rug on wood floor,,ornate wolf rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-354,chillgen.com,custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217,15913364390257,80878705934705,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6946c54e107a354f91a86b08a355905db45adee60c5416953d001463c4623950.jpg?v=1784383403,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,tribal wolf rug in living room,,tribal wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-354,chillgen.com,custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217,15913364390257,80878705967473,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dd2da087a4a92fccf88129eda13e73e4166b490199708c971e606376a26cb452.jpg?v=1784383408,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,medallion wolf rug under sectional,,medallion wolf rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-354,chillgen.com,custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217,15913364390257,80878706000241,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/089919d4b2bcc4f0b77e939de647348f7a9caf521509b3af6174a555ccb96b0a.jpg?v=1784383409,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,tribal wolf rug under desk,,tribal wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-a0375b4217-a0375b4217__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-355,chillgen.com,galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17,15913364521329,80878707081585,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dbb9b1dd6389bd5c151ee03418b85329d0b13f1af89936c55bd44a7e3276c9fd.jpg?v=1784383386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,floral line art wolf rug beside sofa,,floral line art wolf rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-355,chillgen.com,galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17,15913364521329,80878707114353,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ed3aab7867649a62a2193475dc41bf75f3cfed0735894818046e34c0d1152156.jpg?v=1784383386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,botanical wolf rug on wood floor,,botanical wolf rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-355,chillgen.com,galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17,15913364521329,80878707147121,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2e964ac6db8a47711615a091ba9d758910ea9af26713f5cff598a083697d8b88.jpg?v=1784383391,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,floral wolf rug in living room,,floral wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-355,chillgen.com,galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17,15913364521329,80878707179889,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b20ac371b2f6ec14f4abd8d3502e95bea4797196974e90bb4f55b520feb39ba9.jpg?v=1784383392,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,line art wolf rug under sectional,,line art wolf rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-355,chillgen.com,galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17,15913364521329,80878707212657,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ba2c8ed578ec8ec7d09a3b9110caf83b3f4fa552a4a53f087279f01944ac9c69.jpg?v=1784383397,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,floral wolf rug under desk,,floral wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-94b47adf17-94b47adf17__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-356,chillgen.com,custom-galaxy-wolf-welcome-mat-0e4d706227,15913364685169,80878708752753,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/09c4c2a935e0bf0872c38534a3b08592c2b24b74bf33d5f97e868753c73d5300.jpg?v=1784383370,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,sepia wolf pack rug beside sofa,,sepia wolf pack rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolf-welcome-mat-0e4d706227__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-356,chillgen.com,custom-galaxy-wolf-welcome-mat-0e4d706227,15913364685169,80878708785521,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/39c90b8728413e116d09e2cc1092c6ecd1facc09d656631d32423b391fca84a6.jpg?v=1784383375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf pack rug on wood floor,,wolf pack rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolf-welcome-mat-0e4d706227__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-356,chillgen.com,custom-galaxy-wolf-welcome-mat-0e4d706227,15913364685169,80878708818289,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3dc5325e587c423a4c5663fe30ff6f9a4c59ac8c83ecedc2b4a40e631e1b5e94.jpg?v=1784383375,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,sepia wolf rug in living room,,sepia wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolf-welcome-mat-0e4d706227__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
