evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B016-151,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-112,15969442365809,81245679747441,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e196544a47b5bc6dfbb39bb4e38ac37398397d2fafa1ce3a67ce10527d35f737.jpg?v=1786653802,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,witch hat pumpkin Halloween rug overhead view,,witch hat pumpkin Halloween rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-112__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-152,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,15969442398577,81245680796017,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b6c2d3c506e6cc061071b7d9bf7679e7081c5d814ec54f62fbcfcf900eae73a8.jpg?v=1786653816,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,non-slip backing graphic for cemetery Halloween rug,,non-slip backing graphic for cemetery Halloween rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-152,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,15969442398577,81245680828785,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/17307ee78f082c1c8716535d709fe98d87755ff80013bb1cf04c1097ca01cd78.jpg?v=1786653816,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,reaper rug beside Christmas tree room mockup,,reaper rug beside Christmas tree room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-152,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,15969442398577,81245680861553,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/67c6f153a1d84ff7ae70c81f6b0f178b137166cd543cea964ca1087cf59864b5.jpg?v=1786653816,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,detail graphic for tombstone pumpkin rug,,detail graphic for tombstone pumpkin rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-152,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,15969442398577,81245680894321,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8af73e432bf3f98e8c9b6568c83aac43e39b4ef2c6dd232d3b5a7c01dd3d32c0.jpg?v=1786653816,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,grim reaper rug under dining table,,grim reaper rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-152,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113,15969442398577,81245680927089,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/25ad2c65a5398ac067eb612b2f2bbd1da37356002a13602830f266f80fd12ce7.jpg?v=1786653816,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,child sitting near spooky reaper rug,,child sitting near spooky reaper rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-113__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245681811825,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0f808ff10beaae646460e3d23bddb1b2ccb00e4951a9b6fd5757632363dec30f.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,haunted house Halloween rug overhead view,,haunted house Halloween rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245681844593,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/82cdf86f960d192b995ecb34b278a794c30c4f6ed8ac1b28f3cd0eb6b71a16c8.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,size guide for haunted house round rug,,size guide for haunted house round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245681877361,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/34de86dd62a0a16d007ae98b2515387cd23012a583f65447be52af50d772d04b.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,haunted mansion rug near fireplace pumpkins,,haunted mansion rug near fireplace pumpkins,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245681910129,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2038f83ac3fc00857ac51a1bc02fb26b590ce1d609bd0f2d71386108128f92e9.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,non-slip backing graphic for haunted house rug,,non-slip backing graphic for haunted house rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245681942897,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8d170627ee4afdc0d20f69fc2605716932becb289a58ee4802b48848154d722e.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,haunted house rug in living room scene,,haunted house rug in living room scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245681975665,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d49d16957ba7a6e9f243b031ee3438c7d241b5186ca5f23f5499c14b6bd7cc87.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,close-up detail graphic for spooky house rug,,close-up detail graphic for spooky house rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245682008433,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0fd9b48104eaf557275909afae9e62700277dbcc3314c72ab6447e73d50a95a3.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,haunted house rug under dining table,,haunted house rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-153,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114,15969442431345,81245682041201,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b4bead18d1898f5ee20c989870dcab9d8188f181ce432f4d042d6b58c02b42a8.jpg?v=1786653829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,child sitting near haunted house rug,,child sitting near haunted house rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/custom-halloween-3d-optical-illusion-round-rug-skeleton-h-design-114__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245782868337,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/04d44db7315a179c7fc2e003ebb2cffa13b99d04d87deee0f27b7eb093ae6c29.jpg?v=1786656076,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,blue Orthodox cross area rug in living room,,blue Orthodox cross area rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245782901105,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bc19303c815a883d50c793da244a4626fc015d0cc856826c1d31c01401173558.jpg?v=1786656075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,size guide for Orthodox cross rug,,size guide for Orthodox cross rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245782933873,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa65020c5579be0ae97c49fda10dc9acffb71ae346d573f55bbbb64b3e3eb49e.jpg?v=1786656075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,navy Christian cross rug beside sofa,,navy Christian cross rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245782966641,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f95001251059a49432ee611b872aeabd9a29ce7a8336dacb234157019d43d9d.jpg?v=1786656076,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,Orthodox cross rug in cozy living room,,Orthodox cross rug in cozy living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245782999409,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73cebea94a91f3481a185b598bd6fb6cf249e14d8474db41041f417046394d02.jpg?v=1786656076,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,blue religious rug in bright room,,blue religious rug in bright room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245783032177,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/30d63b1c1de09c97188d5e39d66ea5478fbeed656a11c01e31f83cd7f9510853.jpg?v=1786656075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,woman sitting near Orthodox cross rug,,woman sitting near Orthodox cross rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B016-154,chillgen.com,personalized-orthodox-christian-area-rug-custom-eastern-orthodox,15969450918257,81245783064945,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/24909d42d76eae8116093525399539fe5291956fdb3b2a0e0a8a102a41a587d3.jpg?v=1786656075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:59:39+07:00,microfiber memory foam detail for cross rug,,microfiber memory foam detail for cross rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B016/personalized-orthodox-christian-area-rug-custom-eastern-orthodox__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
