evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B040-391,chillgen.com,celtic-tree-of-life-welcome-mat-5798e850b0,15913349316977,80878480982385,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9e11d11f275a66f4cfe6a4c8451e1160d836d7affe4676fa12c4e958a47cfd7c.jpg?v=1784385135,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,sunset Celtic Tree of Life rug patio view,,sunset Celtic Tree of Life rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/celtic-tree-of-life-welcome-mat-5798e850b0__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-392,chillgen.com,tree-of-life-celtic-indoor-rug-89f894eb42,15913349742961,80878482817393,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ad43bf1ba3c2239a03b0ab8009f4ec557e2697a6fdb578ea41c44eb9ad380489.jpg?v=1784385118,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,anti-slip backing detail for colorful rug,,anti-slip backing detail for colorful rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-indoor-rug-89f894eb42__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-392,chillgen.com,tree-of-life-celtic-indoor-rug-89f894eb42,15913349742961,80878482850161,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ffef710efab4479107abeca01558c0f868cdf5bd71cf7f6d9c6531e5e7259b95.jpg?v=1784385123,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,abstract tree rug in living room,,abstract tree rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-indoor-rug-89f894eb42__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-392,chillgen.com,tree-of-life-celtic-indoor-rug-89f894eb42,15913349742961,80878482882929,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/20c734be8e68dec1e063c9c0b18398624a1cf7267f426977c831f67a6c9a782b.jpg?v=1784385123,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,rainbow Tree of Life rug room mockup,,rainbow Tree of Life rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-indoor-rug-89f894eb42__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-392,chillgen.com,tree-of-life-celtic-indoor-rug-89f894eb42,15913349742961,80878482915697,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ddee25602406756b14b95bcb636de37a4b8af1a7818aa27fedaa0dfe54adda4b.jpg?v=1784385129,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,colorful tree rug beside sofa,,colorful tree rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-indoor-rug-89f894eb42__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-392,chillgen.com,tree-of-life-celtic-indoor-rug-89f894eb42,15913349742961,80878482948465,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6153f925dbdc86a97c91c162c4560b8ac14563810f801156d8a33495b84dd4de.jpg?v=1784385129,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,abstract tree rug by fireplace,,abstract tree rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-indoor-rug-89f894eb42__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483571057,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6f4ea7c7ee7a4b0477b67540c5f827a09b3c91464a7b719385e158d91e327c4d.jpg?v=1784385090,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,stained glass Yggdrasil rug patio view,,stained glass Yggdrasil rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483603825,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dd2b965f72df3b9972c4755bc6d53f16b6781301e45d62bf55eb273ac8887c89.jpg?v=1784385090,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Yggdrasil stained glass rug size chart,,Yggdrasil stained glass rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483636593,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/902471e7778d0e0574bce0e402c20e29a9474001f25457090fd46c7ecaa376d6.jpg?v=1784385096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,microfiber stained glass tree detail,,microfiber stained glass tree detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483669361,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/137a44cda77c1aebb94a073b7f99583bf88d7d8f770f610ec59256a8d8c68425.jpg?v=1784385096,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,anti-slip backing and stain panel,,anti-slip backing and stain panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483702129,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/187632b81b2c091afabf887ed067a3b4858e2fca3e6c73513bcfe827571a0944.jpg?v=1784385101,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,stained glass Tree of Life rug in living room,,stained glass Tree of Life rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483734897,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2cd76a6f9c0526aee0465383139b0d59c4129a50017aae6ed9b5e1a981aa12e.jpg?v=1784385102,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Yggdrasil rug room mockup,,Yggdrasil rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483767665,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc3036f265921d10e5055735c2c172fb459200a0121937f68700af32b1800bd5.jpg?v=1784385107,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,stained glass tree rug beside sofa,,stained glass tree rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-393,chillgen.com,custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37,15913349972337,80878483800433,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/30ad76bd61b028d0577bbcb8adb1d849b1905332d950c8f09aed76a6b3f5652c.jpg?v=1784385107,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Tree of Life rug by fireplace,,Tree of Life rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/custom-tree-of-life-welcome-mat-1cdb86df37-1cdb86df37__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484783473,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/08dc4378f4e8e5e898e3a4ea5687024370333574e7a23912e97f63e468fe05d9.jpg?v=1784385068,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Celtic knot roots rug patio view,,Celtic knot roots rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484816241,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ae95d3bde21d1bb5d07e8283c02a717f1de9e42bbb4ae6e4b105ca6798725c08.jpg?v=1784385068,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Tree of Life Celtic area rug size chart,,Tree of Life Celtic area rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484849009,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3c9e8a0e8c0120f0e4f3479f2838c9a489e46d3b8e119ed86911ff077c2e2ef.jpg?v=1784385073,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,microfiber Celtic roots detail,,microfiber Celtic roots detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484881777,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e21bb64c45c44a76a67daca9a40cead6fff249c40d2af0044f2ddfea06c4e19.jpg?v=1784385074,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,anti-slip backing panel for Celtic rug,,anti-slip backing panel for Celtic rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484914545,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ef5bf2ea29e02cb2209a0ac20f4bf41a35428ebc35e45b95e0fa979a3bca6208.jpg?v=1784385079,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Celtic knot Tree rug in living room,,Celtic knot Tree rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484947313,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/18b3acabef67824a3fb68c88a25ced71bf83210377f788e0d5f2f7a90e97f5b3.jpg?v=1784385080,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Tree of Life area rug room mockup,,Tree of Life area rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878484980081,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ce6bc99ee73ae363dd3efd49306607ea954ec96d4f54ce8ca35530142d4be36c.jpg?v=1784385085,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Celtic roots rug beside sofa,,Celtic roots rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B040-394,chillgen.com,tree-of-life-celtic-area-rug-d16ac94729,15913350136177,80878485012849,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/981a6874a5aeb5067ebe35cf862478986c744b9ce61f091f8b1d077dbd07b9cb.jpg?v=1784385085,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:46:29+07:00,Tree of Life rug by fireplace,,Tree of Life rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B040/tree-of-life-celtic-area-rug-d16ac94729__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
