evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B019-181,chillgen.com,custom-soccer-round-rug-trophy-championship-carpet-3ca0f26f80,15913465086321,80879441641841,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4949aa274fa1a93749737f3a6d978d7efbaeedbd6424e40afadf23ff28cb8b69.jpg?v=1784383993,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,three nations soccer round rug overhead view,,three nations soccer round rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-round-rug-trophy-championship-carpet-3ca0f26f80__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-182,chillgen.com,custom-soccer-championship-round-rug-106971c407,15913464889713,80879440101745,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bdaee7296d4fe685f060b2071545c2575dc53f7ae9eff5d275e06df02fc90e03.jpg?v=1784200833,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,soccer rug in living room,,soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-championship-round-rug-106971c407__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-182,chillgen.com,custom-soccer-championship-round-rug-106971c407,15913464889713,80879440134513,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cb31e1af199282879058a9e21adf263a8e77a68a4c2a6c565fe76b0ca5688865.jpg?v=1784200833,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,child sitting on soccer trophy rug,,child sitting on soccer trophy rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-championship-round-rug-106971c407__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-182,chillgen.com,custom-soccer-championship-round-rug-106971c407,15913464889713,80879440167281,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1426fcf22bccb6c35eb50106c2985f18cd025d855737fb40023f412bdd3d4e94.jpg?v=1784200833,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,soccer rug under dining table,,soccer rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-championship-round-rug-106971c407__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-182,chillgen.com,custom-soccer-championship-round-rug-106971c407,15913464889713,80879440200049,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d7ee4e1dc86c5f637abd42f77d667449e004b1b66f84771ae67e3557b030674.jpg?v=1784200833,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,close-up detail for trophy flag rug,,close-up detail for trophy flag rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-championship-round-rug-106971c407__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-182,chillgen.com,custom-soccer-championship-round-rug-106971c407,15913464889713,80879440232817,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/543b53b47652ef096fe356db6bae30689e4bd4526f7a27947461f19fb3e5fba9.jpg?v=1784200834,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,superior quality backing for soccer rug,,superior quality backing for soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-championship-round-rug-106971c407__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439118705,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cdb9e2da5cb37cd4f08804e6f529a74bf46547c9d6974b92c7059354e00abc84.jpg?v=1784384040,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,host landmarks soccer round rug overhead view,,host landmarks soccer round rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439151473,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a1d79cee1f7291ba540ca440abff03ae37c6110124bc4601ec2e74e195997487.jpg?v=1784384040,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,size guide for host soccer rug,,size guide for host soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439184241,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f38386abeb0c3411af77b759a9514072d781d49663c3b3f3a5d10b6c02bf40e.jpg?v=1784384046,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,soccer landmarks rug near fireplace,,soccer landmarks rug near fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439217009,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f8c677807713fbe5992e1f4fe215cd1eea8fe55f701ba628b11488fe98849fb7.jpg?v=1784384046,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,child sitting near host soccer rug,,child sitting near host soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439249777,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a188e317a565dfecf66719224157be7d2ee065b0670d76f212b38a51a1e695e0.jpg?v=1784384052,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,soccer rug in living room,,soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439282545,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3bbece78161818ac33a146b22ab3b2d66bdf4952aa527ca56b9f53e7ebccc959.jpg?v=1784384052,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,host soccer rug under dining table,,host soccer rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439315313,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e232f332c9101e34a76392619b654ac0811fc8ad2767d8237e98acfb98f647b.jpg?v=1784384057,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,close-up detail for soccer landmark rug,,close-up detail for soccer landmark rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-183,chillgen.com,custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff,15913464824177,80879439348081,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/344b8d38e640c3968c6d2ecb7d33b5626d51259026874b7ae01a0b74e60b3d2e.jpg?v=1784384057,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,non-slip backing panel for soccer rug,,non-slip backing panel for soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-flag-design-8257f0bdff__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438397809,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3072452e6523b21282edc6cd22e9242143473fe897856fb6c98c37b2d28fbeb9.jpg?v=1784384064,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,United States eagle soccer rug overhead view,,United States eagle soccer rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438430577,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3898d16d2c157f511d04a1e3e2ec0cec666023950bf51e5f9fac3b5e5c9b480e.jpg?v=1784384064,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,size guide for USA soccer rug,,size guide for USA soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438463345,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/30d7c99c267a3cf50ccdf6c0be9c03ebdb5614253109f1cbed4c9a16943cbeb0.jpg?v=1784384069,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,child sitting near United States soccer rug,,child sitting near United States soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438496113,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/66feeaa98358ae53f387155eb09e446c14a8d324f794939900c41cec6b91a9b5.jpg?v=1784384069,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,eagle soccer rug near fireplace,,eagle soccer rug near fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438528881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6d2c93216e05d5759a16d0e7f0a79bb8d7c881675e5d7e819fab733d92fe8607.jpg?v=1784384075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,USA soccer rug in living room,,USA soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438561649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c1699fa6bfd1ed2b5286aa339979e7283f04acc5a528ab71880e4e1793ffbc55.jpg?v=1784384075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,soccer rug under dining table,,soccer rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438594417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6ea225b36b6244a59c62e0758816736c280a86d32eddb40f979db5c0cddb5502.jpg?v=1784384081,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,detail graphic for eagle trophy rug,,detail graphic for eagle trophy rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B019-184,chillgen.com,custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f,15913464758641,80879438627185,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60f28f3f01ea780b9bb33c3cb0026ea3b391d711225087a10ba847d77aba1c81.jpg?v=1784384081,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:12:05+07:00,non-slip backing panel for soccer rug,,non-slip backing panel for soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B019/custom-soccer-2026-round-rug-trophy-championship-sports-decor-df4d4eec2f__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
