evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B032-311,chillgen.com,personalized-classroom-doormat-with-custom-teacher-name-956ffe5ee5,15913424126321,80879130673521,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/78d6fd56073b15386fd92ba298ddce0567819611d304c12859b8b24bda5f7498.jpg?v=1784368018,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,Yay You're Here teacher mat flat view,,Yay You're Here teacher mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-doormat-with-custom-teacher-name-956ffe5ee5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-312,chillgen.com,personalized-classroom-welcome-doormat-b404579ec3-b404579ec3,15913424191857,80879131328881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d692371228ca37c0373c413137cfb15d39c40d7a4bf2e785e4bc6eb4cbc2f8ed.jpg?v=1784368007,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,teacher welcome mat at classroom entrance,,teacher welcome mat at classroom entrance,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b404579ec3-b404579ec3__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-312,chillgen.com,personalized-classroom-welcome-doormat-b404579ec3-b404579ec3,15913424191857,80879131361649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6c1799b2043295dc1bb76c7f1a1f19a33d12f6efc10041f009f862d2137ef753.jpg?v=1784368012,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,school supplies mat by front door,,school supplies mat by front door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b404579ec3-b404579ec3__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-312,chillgen.com,personalized-classroom-welcome-doormat-b404579ec3-b404579ec3,15913424191857,80879131394417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af510ba2dbed96394d3ad34f220b541f7f1b12e0689c5952839440277d13dee7.jpg?v=1784368012,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,classroom mat on wood floor,,classroom mat on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b404579ec3-b404579ec3__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-312,chillgen.com,personalized-classroom-welcome-doormat-b404579ec3-b404579ec3,15913424191857,80879131427185,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b9c69e5ecfd6d8b7f4c69f81d1e06d8a213559a79f453abc691b218ee549f084.jpg?v=1784368017,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,school supplies mat by white door,,school supplies mat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b404579ec3-b404579ec3__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132705137,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47625d26b40738a7d9e07aec2c9ecc6db85b916d6218c2ddf61f2871a400af5e.jpg?v=1784367978,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,math teacher classroom mat flat view,,math teacher classroom mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132737905,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/81affe932a6fa61b7121bb10d2f87fc2e9a2c8349753b8a24ab623d8cccfd50c.jpg?v=1784367980,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,math classroom mat in room,,math classroom mat in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132770673,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f485c01c8397d4ca1c257c5baf5dae73e548c1f94b622a2f37449d90effc4c33.jpg?v=1784367983,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,non-skid backing detail for math mat,,non-skid backing detail for math mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132803441,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2133767d488a5e4667ee3b9206176318647b955d7b165333de7b9f2028669511.jpg?v=1784367985,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,math classroom doormat size chart,,math classroom doormat size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132836209,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/96411cf7ea11086bde66d64f4da5128755ba6ad8b320b8e9109e12fd3e174f0c.jpg?v=1784367989,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,math teacher mat use location panel,,math teacher mat use location panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132868977,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/763720e439994ccf6df1f7ceaee8e7330930b00bc5d8f9a484d3e9d1f88e091c.jpg?v=1784367990,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,personalized math teacher mat held,,personalized math teacher mat held,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-313,chillgen.com,personalized-classroom-welcome-doormat-77047e9c34-77047e9c34,15913424290161,80879132901745,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/64e1eda3d33f6c916f1050ba99a437604ad02207fda1f5a0cab4388787bce9da.jpg?v=1784367994,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,math classroom mat at doorway with dog,,math classroom mat at doorway with dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-77047e9c34-77047e9c34__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134212465,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2429604d47b6050914b71d360bec5c3fc92fa52dd4a999ac15bdecb9081d490_eeadcf9a-7257-4789-8298-133b295533d8.jpg?v=1784367956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,dinosaur classroom welcome mat flat view,,dinosaur classroom welcome mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134245233,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4c258ca089aeee34f0fc017fcc8852942f95b20a5ae924715e0fefb632d4e336_b6337ce0-c969-4043-ab73-9f106e9fc1e6.jpg?v=1784367961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,dinosaur teacher mat in room,,dinosaur teacher mat in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134278001,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/331d329b8a29056d35d9667f3b8422ee403ba04bbcfc25e7138fc704bcec1382_bd3aabca-b984-48d8-b4a0-38b042a43e1c.jpg?v=1784367961,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,non-skid backing detail for dinosaur mat,,non-skid backing detail for dinosaur mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134310769,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6898f8dfd467da26cc4715d8e79426a1053c6a91b0116fdf825c3a2f37b8cf10_c65043ce-0126-46d9-8488-bf83a65ef67c.jpg?v=1784367967,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,dinosaur classroom doormat size chart,,dinosaur classroom doormat size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134343537,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f059a7b99c9d7e73665353990754d29aa80ec35427e2b2712cd055e681df1944_4932d79b-aed1-4043-b7b6-31903d29e50a.jpg?v=1784367969,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,dinosaur mat use location panel,,dinosaur mat use location panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134376305,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f79bd88a13bc28b06cd210645fcfc2a1c479c69117e6dd452650198046d63a99_a79799ff-5d69-4d7c-8b02-23185dd3d871.jpg?v=1784367972,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,personalized dinosaur mat held by couple,,personalized dinosaur mat held by couple,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-314,chillgen.com,personalized-classroom-welcome-doormat-2f0308422b-2f0308422b,15913424421233,80879134409073,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/116d5c4f4b1cebba7021300fab78b3f49964d9b5603f83176fd2dd20a35dd748_ca2f8af2-9421-420d-8835-db6420b1027b.jpg?v=1784367974,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,dinosaur classroom mat at doorway with dog,,dinosaur classroom mat at doorway with dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-2f0308422b-2f0308422b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135195505,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/405fa5337910bc1c0d71336d8a757b6bf335f8e66c09abb59c13d4f39a00d6da.jpg?v=1784367940,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,affirmation pencil classroom mat flat view,,affirmation pencil classroom mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135228273,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/131f605a9d2468d17cbffd32297629aba03ca87570c6690429c10a3598790fa5.jpg?v=1784367940,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,black floral classroom mat in room,,black floral classroom mat in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
