evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B027-261,chillgen.com,personalized-orthodox-doormat-with-christian-cross-and-eagle-6be5c719a3-6be5c719a3,15913316024689,80878279393649,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/df2b916362b262be669ca9219a4107a8516228e646b888ce94e2e63b0d63b93b.jpg?v=1784383683,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,red Orthodox cross rug by sofa,,red Orthodox cross rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-doormat-with-christian-cross-and-eagle-6be5c719a3-6be5c719a3__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-262,chillgen.com,personalized-orthodox-christian-area-rug-00beb8fce2,15913316188529,80878280704369,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c2137653135711761d913c98aaf4dd28b2b5d009a89991e1692bd5c3379beb02.jpg?v=1784383667,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,floral cross rug on patio,,floral cross rug on patio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-00beb8fce2__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-262,chillgen.com,personalized-orthodox-christian-area-rug-00beb8fce2,15913316188529,80878280737137,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ada2d5c4312dc59c2e21a6707381ed36a48145df724cf5981cc0780719e66f76.jpg?v=1784383673,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,red Orthodox rug in living room,,red Orthodox rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-00beb8fce2__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-262,chillgen.com,personalized-orthodox-christian-area-rug-00beb8fce2,15913316188529,80878280769905,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5b5757e0b0c869e2aef6f8c3aa2ec0aa8b71a83950040a9293c560037e2b904.jpg?v=1784383673,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,anti-slip backing detail for floral cross rug,,anti-slip backing detail for floral cross rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-00beb8fce2__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-262,chillgen.com,personalized-orthodox-christian-area-rug-00beb8fce2,15913316188529,80878280802673,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d4ea8275f31dda076f5ca90134153d902d6183a3fb65ad0289ade73df032c4ba.jpg?v=1784383678,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,microfiber cushion closeup for Orthodox rug,,microfiber cushion closeup for Orthodox rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-00beb8fce2__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-262,chillgen.com,personalized-orthodox-christian-area-rug-00beb8fce2,15913316188529,80878280835441,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c2465bd9f340f2e911e207036347e64d526c796761a655bd7fa78c54427a4fd1.jpg?v=1784383680,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,floral Orthodox cross rug quiet room scene,,floral Orthodox cross rug quiet room scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-00beb8fce2__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283358577,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/00ab2b7b6f2423c0eebaadf94c3397f9441b42f06bccd739e6e2c064f2ebc453.jpg?v=1784383640,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,red Byzantine eagle rug by sofa,,red Byzantine eagle rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283391345,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4400f06ea73f98526349ca331699e16430b50c097e12bae0083f658d5b758fd0.jpg?v=1784383640,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,Byzantine eagle rug size chart,,Byzantine eagle rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283424113,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5aaf10cf50b8518c259168067b735620b28031e66f3441a2e07e1b66f86203c0.jpg?v=1784383645,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,cream eagle rug on patio,,cream eagle rug on patio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283456881,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/70443889c7dac46d8c77618a720cffa0a3372118b766c4dc2fb379f25074ccfd.jpg?v=1784383645,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,Byzantine eagle rug in living room,,Byzantine eagle rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283489649,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b0f1cde2976caf6ba8c20a59cdf4d5eaac234aef02d5327ab9915505bf22ca5c.jpg?v=1784383651,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,red eagle rug by fireplace,,red eagle rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283522417,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5ee2fbb3931ec9edcfb896ee3fe1b6004db635332795a5e4420d1a83bebfe7ed.jpg?v=1784383651,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,anti-slip backing panel for eagle rug,,anti-slip backing panel for eagle rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283555185,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88ddcf3dba16c81b1568a586ae2f4f061ca2e0c8508a8133d9d70c93d3c8677e.jpg?v=1784383656,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,microfiber cushion closeup for Byzantine rug,,microfiber cushion closeup for Byzantine rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-263,chillgen.com,custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b,15913316581745,80878283587953,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af410dcd84d1f900ad6515deeaf2eedfb76d363d37ba80efc008bd2bc3dcc163.jpg?v=1784383657,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,Byzantine eagle rug quiet room scene,,Byzantine eagle rug quiet room scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/custom-orthodox-rug-three-bar-cross-byzantine-eagle-d81169235b-d81169235b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286733681,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c92966d02a4b6e12fae4b29084d45d303f2c65bbafc38d8cc0d25f07173ddb23.jpg?v=1784383618,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,black Orthodox cross rug by sofa,,black Orthodox cross rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286766449,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/79961b89cdd112760e04f3b6330dd3f4d2eedb698b1720c207682bb621df8c67.jpg?v=1784383618,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,black cross rug size chart,,black cross rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286799217,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c4b29c803b4c2e2ff9ac92342021cb714a9d43a25042251da54a1d3250f8e235.jpg?v=1784383624,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,silver Orthodox rug on patio,,silver Orthodox rug on patio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286831985,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dfdd5bf3088c28cdf00318d2ca92350dbb346eb630076bc435c61d5b79cb0110.jpg?v=1784383624,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,black Orthodox rug by fireplace,,black Orthodox rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286864753,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7ca832e3f4e6828f012215342d407ecd43303695ea99b3df85d03b406ef4f2bb.jpg?v=1784383629,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,black cross rug in living room,,black cross rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286897521,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9dbb294cecb3f95028c96bbcd16d32412bb322b79c9f61393a96addf9027796f.jpg?v=1784383629,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,microfiber cushion closeup for black cross rug,,microfiber cushion closeup for black cross rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B027-264,chillgen.com,personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9,15913316909425,80878286930289,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/46093c41c8bf430c0f8d2e0df87fe4ef2e026466b75125a6d3132fbbe84b8f1e.jpg?v=1784383634,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:47:18+07:00,anti-slip backing detail for Orthodox rug,,anti-slip backing detail for Orthodox rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B027/personalized-orthodox-christian-area-rug-fb5a56fef9-fb5a56fef9__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
